No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	テーマ	記事の方向性	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
170	＋α	押入れ クローゼット リフォーム費用	36	390	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
171	＋α	蔵 リフォーム費用	N/A	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
172	＋α	クラシアン トイレ リフォーム費用	49	30	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
173	＋α	リフォーム費用 経費計上	N/A	10	記事	Do（リフォーム費用の会計処理を調べたい）	会計処理	実務ガイド	解説記事	会計処理	リフォーム費用_会計処理		権威構築	補足
174	＋α	リフォーム費用 経費	N/A	20	記事	Do（リフォーム費用の会計処理を調べたい）	会計処理	実務ガイド	解説記事	会計処理	リフォーム費用_会計処理		権威構築	補足
175	＋α	リフォーム費用 計算	N/A	10	計算ページ	Do（リフォーム費用をシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォーム費用計算	リフォーム費用の計算方法・シミュレーション	ツール集客	必須	計算ツール
176	＋α	賃貸 リフォーム費用 経費	N/A	0	削除			解説		検索なし			対象外	不要
177	＋α	積水ハウス 軽量鉄骨 リフォーム費用	23	110	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
178	＋α	軽量鉄骨 フル リフォーム費用	36	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
179	＋α	珪藻土 壁 リフォーム費用	24	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
180	＋α	珪藻土 リフォーム費用	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
181	＋α	和風 建築 リフォーム費用	26	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
182	＋α	リフォーム費用 戸建て	42	880	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
183	＋α	リフォーム費用 高騰	22	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
184	＋α	リフォーム費用 控除	N/A	10	記事	Know（補助金・控除を活用したい）	控除・特例	解説	ガイド記事	補助金・控除	リフォーム費用控除		権威構築	補足
185	＋α	リフォーム費用 国土交通省	N/A	0	削除			解説		検索なし			対象外	不要
186	＋α	リフォーム費用 戸建て 相場	43	30	記事	Know（リフォーム費用の相場を知りたい）	相場	データ一覧	ガイド記事	相場ガイド	リフォーム費用_相場ガイド	リフォーム費用の相場はいくら？金額目安一覧	権威構築	必須	解説記事
187	＋α	リフォーム費用 先払い	22	0	削除			解説		検索なし			対象外	不要
188	＋α	下がり天井 リフォーム費用	N/A	70	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
189	＋α	サッシ リフォーム費用	33	50	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
190	＋α	サウナ リフォーム費用	N/A	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
191	＋α	サイディング リフォーム費用	N/A	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
192	＋α	外壁 サイディング リフォーム費用	32	20	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
193	＋α	サザナ リフォーム費用	N/A	0	削除			解説		検索なし			対象外	不要
194	＋α	風呂 サザナ リフォーム費用	N/A	0	削除			解説		検索なし			対象外	不要
195	＋α	札幌 リフォーム費用	N/A	20	削除			解説		地域KW			対象外	不要
196	＋α	リフォーム費用 取得費	N/A	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
197	＋α	リフォーム費用 支払い方法	N/A	20	記事	Know（リフォーム費用の時期を知りたい）	時期・スケジュール	解説	ガイド記事	時期・スケジュール	リフォーム費用_時期・スケジュール		権威構築	補足
198	＋α	リフォーム費用 修繕費	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
199	＋α	リフォーム費用 支払い時期	N/A	10	記事	Know（リフォーム費用の時期を知りたい）	時期・スケジュール	解説	ガイド記事	時期・スケジュール	リフォーム費用_時期・スケジュール		権威構築	補足
200	＋α	リフォーム費用 所得控除	N/A	0	削除			解説		検索なし			対象外	不要
201	＋α	リフォーム費用 推移	N/A	0	削除			解説		検索なし			対象外	不要
202	＋α	スケルトン リフォーム費用	27	1300	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
203	＋α	住友林業 リフォーム費用	38	320	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
204	＋α	住友 不動産 リフォーム費用	N/A	170	記事	Know（不動産でのリフォーム費用を知りたい）	その他	解説	解説記事	不動産特化	リフォーム費用_不動産特化	リフォーム費用と不動産投資の関係を解説	権威構築	必須	解説記事
205	＋α	砂壁 リフォーム費用	26	170	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
206	＋α	砂壁 漆喰 リフォーム費用	N/A	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
207	＋α	スウェーデンハウス リフォーム費用	40	90	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
208	＋α	玄関 スマートキー リフォーム費用	30	70	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
209	＋α	筋交い を見せる リフォーム費用	30	50	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
210	＋α	リフォーム費用 節税	N/A	0	削除			解説		検索なし			対象外	不要
211	＋α	洗面台 リフォーム費用	31	880	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
212	＋α	洗面所 リフォーム費用	31	390	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
213	＋α	セキスイハイム リフォーム費用	35	260	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
214	＋α	セキスイハイム 風呂 リフォーム費用	24	170	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
215	＋α	セキスイハイム 屋根 リフォーム費用	38	70	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
216	＋α	セキスイハイム トイレ リフォーム費用	28	40	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
217	＋α	積水ハウス リフォーム費用	27	170	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
218	＋α	積水ハウス軽量鉄骨 リフォーム費用	23	110	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
219	＋α	積水ハウス フル リフォーム費用	N/A	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
220	＋α	リフォーム費用 相続税	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
221	＋α	リフォーム費用 相続税評価	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
222	＋α	リフォーム費用 相続	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
223	＋α	リフォーム費用 耐用年数	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
224	＋α	リフォーム費用 畳からフローリング	N/A	10	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
225	＋α	リフォーム費用 耐震	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
226	＋α	リフォーム費用 単価	N/A	0	削除			解説		検索なし			対象外	不要
227	＋α	リフォーム費用 高い	N/A	0	削除			解説		検索なし			対象外	不要
228	＋α	リフォーム費用 高すぎる	N/A	0	削除			解説		検索なし			対象外	不要
229	＋α	立て爪ダイヤ リフォーム費用	34	260	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
230	＋α	匠工房 リフォーム費用	N/A	70	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
231	＋α	タマホーム リフォーム費用	35	50	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
232	＋α	リフォーム費用 築50年	N/A	0	削除			解説		検索なし			対象外	不要
233	＋α	リフォーム費用 中古マンション	N/A	10	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
234	＋α	リフォーム費用 知恵袋	N/A	0	削除			解説		検索なし			対象外	不要
235	＋α	リフォーム費用 賃貸	N/A	10	記事	Know（不動産でのリフォーム費用を知りたい）	その他	解説	解説記事	不動産特化	リフォーム費用_不動産特化	リフォーム費用と不動産投資の関係を解説	権威構築	必須	解説記事
236	＋α	リフォーム費用 貯金	N/A	0	削除			解説		検索なし			対象外	不要
237	＋α	リフォーム費用 中古住宅	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
238	＋α	リフォーム費用 中古物件	N/A	0	削除			解説		検索なし			対象外	不要
239	＋α	築50年 フル リフォーム費用	39	210	記事	Know（築年数別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	築年数別	リフォーム費用_築年数別		権威構築	補足
240	＋α	築50年 鉄筋コンクリート リフォーム費用	37	210	記事	Know（築年数別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	築年数別	リフォーム費用_築年数別		権威構築	補足
241	＋α	リフォーム費用 妻が払う	N/A	0	削除			解説		検索なし			対象外	不要
242	＋α	リフォーム費用 坪単価	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
243	＋α	リフォーム費用 積立	N/A	0	削除			解説		検索なし			対象外	不要
244	＋α	土屋ホーム リフォーム費用	N/A	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
245	＋α	ツーバイフォー リフォーム費用	N/A	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
246	＋α	リフォーム費用 店舗	N/A	0	削除			解説		検索なし			対象外	不要
247	＋α	鉄筋コンクリート リフォーム費用	N/A	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
248	＋α	鉄骨造 リフォーム費用	N/A	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
249	＋α	鉄骨 倉庫 リフォーム費用	24	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
250	＋α	築40年 鉄筋コンクリート リフォーム費用	36	10	記事	Know（築年数別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	築年数別	リフォーム費用_築年数別		権威構築	補足
251	＋α	天窓 リフォーム費用	N/A	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
252	＋α	定年 後 リフォーム費用	31	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
253	＋α	階段 手すり リフォーム費用	N/A	0	削除			解説		検索なし			対象外	不要
254	＋α	トイレ 手洗い リフォーム費用	33	10	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
255	＋α	リフォーム費用 トイレ	32	10	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
256	＋α	リフォーム費用 戸建	31	880	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
257	＋α	リフォーム費用 統計	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
258	＋α	リフォーム費用 目安 戸建	N/A	0	削除			解説		検索なし			対象外	不要
259	＋α	リフォーム費用 内装	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
260	＋α	流し台 リフォーム費用	40	170	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
261	＋α	吹き抜け なくす リフォーム費用	21	70	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
262	＋α	内装 フル リフォーム費用	45	70	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
263	＋α	農家 納屋 リフォーム費用	N/A	110	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
264	＋α	ベランダ なくす リフォーム費用	N/A	70	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
265	＋α	内壁 リフォーム費用	N/A	70	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
266	＋α	納屋 リフォーム費用	N/A	50	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
267	＋α	納戸 リフォーム費用	N/A	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
268	＋α	長屋 リフォーム費用	N/A	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
269	＋α	リフォーム費用 二世帯	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
270	＋α	リフォーム費用 二世帯に変更	N/A	0	削除			解説		検索なし			対象外	不要
271	＋α	庭 リフォーム費用	26	720	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
272	＋α	二重窓 リフォーム費用	33	260	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
273	＋α	二世帯住宅 リフォーム費用	44	170	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
274	＋α	日本政策金融公庫 リフォーム費用	33	50	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
275	＋α	ニトリ トイレ リフォーム費用	36	50	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
276	＋α	二階リビングを一階に リフォーム費用	N/A	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
277	＋α	二階 リフォーム費用	N/A	50	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
278	＋α	二 軒の家をつなぐ リフォーム費用	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
279	＋α	壁を 抜く リフォーム費用	23	260	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
280	＋α	布基礎からベタ基礎 リフォーム費用	N/A	30	記事	Do（リフォーム費用の書式を確認したい）	基礎知識	解説	ハウツー記事	書式	リフォーム費用基礎解説	リフォーム費用とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
281	＋α	ヌック リフォーム費用	31	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
282	＋α	リフォーム費用 年末調整	N/A	0	削除			解説		検索なし			対象外	不要
283	＋α	リフォーム費用 値引き交渉	N/A	0	削除			解説		検索なし			対象外	不要
284	＋α	リフォーム費用 値上がり	24	20	記事	Know（リフォーム費用が上がる理由を知りたい）	リフォーム	解説	解説記事	値上がり・変動	リフォーム費用_値上がり・変動		権威構築	補足
285	＋α	リフォーム費用 値引き 相場	N/A	10	記事	Know（リフォーム費用の相場を知りたい）	相場	データ一覧	ガイド記事	相場ガイド	リフォーム費用_相場ガイド	リフォーム費用の相場はいくら？金額目安一覧	権威構築	必須	解説記事
286	＋α	リフォーム費用 値上げ	N/A	0	削除			解説		検索なし			対象外	不要
287	＋α	リフォーム費用 値引き	N/A	0	削除			解説		検索なし			対象外	不要
288	＋α	猫 リフォーム費用	26	50	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
289	＋α	ネオレスト リフォーム費用	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
290	＋α	ネット銀行 住宅ローン リフォーム費用	N/A	0	削除			解説		検索なし			対象外	不要
291	＋α	障害者住宅改造費(リフォーム費用)の助成	N/A	N/A	削除			解説		検索なし			対象外	不要
292	＋α	カビだらけ の家 リフォーム費用	24	70	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
293	＋α	農業倉庫 リフォーム費用	N/A	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
294	＋α	祖父母 の家 リフォーム費用	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
295	＋α	リフォーム費用 払い方	N/A	0	削除			解説		検索なし			対象外	不要
296	＋α	巾木 リフォーム費用	21	50	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
297	＋α	ハイドア リフォーム費用	N/A	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
298	＋α	離れ リフォーム費用	28	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
299	＋α	廃屋 リフォーム費用	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
300	＋α	廃墟 リフォーム費用	N/A	0	削除			解説		検索なし			対象外	不要
301	＋α	販売用不動産 リフォーム費用	N/A	0	削除			解説		検索なし			対象外	不要
302	＋α	リフォーム費用 平屋	29	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
303	＋α	リフォーム費用 比較	N/A	10	記事	Buy（リフォーム業者を選びたい）	リフォーム	比較・解説	比較記事	業者選び	リフォーム費用_業者選び		権威構築	補足
304	＋α	玄関 リフォーム費用 引き戸	32	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
305	＋α	玄関ドア リフォーム費用 引き戸	40	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
306	＋α	ヒロミ リフォーム費用	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
307	＋α	ひる石天井 リフォーム費用	N/A	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
308	＋α	トイレ 広く リフォーム費用	N/A	30	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
309	＋α	古民家 平屋 リフォーム費用	29	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
310	＋α	庇 リフォーム費用	25	20	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
311	＋α	リフォーム費用 風呂	50	10	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
312	＋α	リフォーム費用 フローリング	27	20	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
313	＋α	リフォーム費用 フル	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
314	＋α	リフォーム費用 夫婦	N/A	0	削除			解説		検索なし			対象外	不要
315	＋α	住宅ローン リフォーム費用 振り込み	N/A	0	削除			解説		検索なし			対象外	不要
316	＋α	マンション フル リフォーム費用	30	1600	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
317	＋α	フル リフォーム費用 戸建て	40	1300	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
318	＋α	古い ベランダ リフォーム費用	27	320	記事	Know（築年数別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	築年数別	リフォーム費用_築年数別		権威構築	補足
319	＋α	一軒家 フル リフォーム費用	41	210	記事	Know（不動産でのリフォーム費用を知りたい）	その他	解説	解説記事	不動産特化	リフォーム費用_不動産特化	リフォーム費用と不動産投資の関係を解説	権威構築	必須	解説記事
320	＋α	リフォーム費用 壁	N/A	260	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
321	＋α	リフォーム費用 平米単価	45	0	削除			解説		検索なし			対象外	不要
322	＋α	ヘーベルハウス リフォーム費用	34	320	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
323	＋α	部屋 間仕切り リフォーム費用	27	170	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
324	＋α	部屋 リフォーム費用	44	210	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
325	＋α	屋根裏 部屋 リフォーム費用	N/A	140	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
326	＋α	マンション フル リフォーム費用 80 平米	40	90	記事	Know（場所別のリフォーム費用を知りたい）	リフォーム	解説	ガイド記事	場所別費用	リフォーム費用_場所別費用		権威構築	補足
327	＋α	リフォーム費用 補助	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
328	＋α	リフォーム費用 法定耐用年数	N/A	0	削除			解説		検索なし			対象外	不要
329	＋α	ホームシアター リフォーム費用	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
330	＋α	壁一面 本棚 リフォーム費用	27	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
331	＋α	北海道 フル リフォーム費用	N/A	10	削除			解説		地域KW			対象外	不要
332	＋α	本棚 リフォーム費用	27	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
333	＋α	リフォーム費用 間取り変更	28	30	記事	Know（大規模リフォームの費用を知りたい）	リフォーム	解説	ガイド記事	大規模リフォーム	リフォーム費用_大規模リフォーム		権威構築	補足
334	＋α	リフォーム費用 前払い	N/A	0	削除			解説		検索なし			対象外	不要
335	＋α	リフォーム費用 窓	N/A	10	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
336	＋α	リフォーム費用 前金	N/A	0	削除			解説		検索なし			対象外	不要
337	＋α	リフォーム費用 見積もり	N/A	20	計算ページ	Do（リフォーム費用をシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォーム費用計算	リフォーム費用の計算方法・シミュレーション	ツール集客	必須	計算ツール
338	＋α	三井ホーム リフォーム費用	N/A	110	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
339	＋α	三井のリハウス リフォーム費用	N/A	30	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
340	＋α	三井住友銀行 住宅ローン リフォーム費用	N/A	0	削除			解説		検索なし			対象外	不要
341	＋α	三菱地所 リフォーム費用	N/A	40	記事	Do（リフォーム費用の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォーム費用_書式		権威構築	補足
