No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
176	＋α	住民税 4期 いつからいつまで	33	390	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税支払時期		権威構築	補足	
177	＋α	住民税 4万円	33	170	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
178	＋α	住民税 4期 いつ	N/A	90	記事	Know（住民税の時期を知りたい）	ガイド記事	時期・スケジュール	住民税支払時期		権威構築	補足	
179	＋α	住民税 4期 高い	33	590	記事	Know（住民税の金額を知りたい）	ガイド記事	金額	住民税_金額		権威構築	補足	
180	＋α	住民税 400万 年収	33	170	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
181	＋α	住民税 4万円 年収	33	210	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
182	＋α	住民税 4期 納付期限	N/A	50	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税_支払い時期		権威構築	補足	
183	＋α	住民税 5万 年収	52	260	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
184	＋α	住民税 50万 年収	33	320	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
185	＋α	住民税 5万	33	260	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
186	＋α	住民税 500万	33	170	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
187	＋α	住民税 5000円	33	210	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
188	＋α	住民税 5月	33	210	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
189	＋α	住民税 5000円だけ	49	140	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
190	＋α	住民税 500万 年収	N/A	260	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
191	＋α	住民税 50万	33	110	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
192	＋α	住民税 5 500円 非課税 世帯	N/A	30	記事	Know（非課税世帯の条件を知りたい）	解説記事	非課税世帯	住民税非課税		権威構築	補足	
193	＋α	住民税 6月	31	1000	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
194	＋α	住民税 6月から	33	590	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
195	＋α	住民税 60万 年収	33	210	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
196	＋α	住民税 6万 年収	33	260	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
197	＋α	住民税 65歳以上	47	260	記事	Know（年齢別の住民税を知りたい）	ガイド記事	年齢別	住民税_年齢別		権威構築	補足	
198	＋α	住民税 6月だけ高い	N/A	260	記事	Know（住民税の金額を知りたい）	ガイド記事	金額	住民税_金額		権威構築	補足	
199	＋α	住民税 600万	N/A	90	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
200	＋α	住民税 6万	33	170	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
201	＋α	住民税 6000円 年収	33	140	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
202	＋α	住民税 6000円	32	140	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
203	＋α	住民税 7万円	N/A	140	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
204	＋α	住民税 70万 年収	N/A	110	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
205	＋α	住民税 7000円	33	110	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
206	＋α	住民税 700万	N/A	140	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
207	＋α	住民税 70歳以上	78	40	記事	Know（年齢別の住民税を知りたい）	ガイド記事	年齢別	住民税_年齢別		権威構築	補足	
208	＋α	住民税 7000円 年収	33	90	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
209	＋α	住民税 700万 年収	N/A	0	削除			検索なし			対象外	不要	
210	＋α	住民税 75歳以上	N/A	30	記事	Know（年齢別の住民税を知りたい）	ガイド記事	年齢別	住民税_年齢別		権威構築	補足	
211	＋α	住民税 7万	N/A	70	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
212	＋α	住民税 7月	46	90	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
213	＋α	住民税 80万 年収	33	140	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
214	＋α	住民税 8000円	32	140	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
215	＋α	住民税 8000円 年収	N/A	110	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
216	＋α	住民税 8万円	N/A	70	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
217	＋α	住民税 800万 年収	N/A	30	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
218	＋α	住民税 8万円 年収	N/A	110	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
219	＋α	住民税 800万	N/A	50	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
220	＋α	住民税 8月退職	N/A	40	記事	Know（退職・転職時の住民税を知りたい）	解説記事	ライフイベント	住民税退職		権威構築	補足	
221	＋α	住民税 8年度 基礎控除	N/A	0	削除			検索なし			対象外	不要	
222	＋α	住民税 8年度	N/A	0	削除			検索なし			対象外	不要	
223	＋α	住民税 93万円	N/A	110	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
224	＋α	住民税 9月退職	N/A	40	記事	Know（退職・転職時の住民税を知りたい）	解説記事	ライフイベント	住民税退職		権威構築	補足	
225	＋α	住民税 98万	N/A	50	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
226	＋α	住民税 9000円	N/A	140	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
227	＋α	住民税 9万円 年収	N/A	70	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
228	＋α	住民税 9万	N/A	50	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
229	＋α	住民税 9000円 年収	33	110	記事	Know（住民税がゼロ・不要のケースを知りたい）	解説記事	非課税・ゼロ	住民税_非課税・ゼロ		権威構築	補足	
230	＋α	住民税 90万 年収	N/A	50	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
231	＋α	住民税 96万	N/A	30	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
232	＋α	住民税 900万	N/A	40	記事	Know（金額別の住民税を知りたい）	ガイド記事	金額別	住民税_金額別		権威構築	補足	
233	＋α	住民税 アルバイト	32	1900	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税パート		権威構築	補足	
234	＋α	住民税 上がった	32	2400	記事	Know（住民税が上がる理由を知りたい）	解説記事	値上がり・変動	住民税_値上がり・変動		権威構築	補足	
235	＋α	住民税 上がる理由	33	1600	記事	Know（住民税が上がる理由を知りたい）	解説記事	値上がり・変動	住民税_値上がり・変動		権威構築	補足	
236	＋α	住民税 青色申告特別控除	33	320	記事	Do（申告をしたい）	ハウツー記事	確定申告	住民税申告	住民税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
237	＋α	住民税 足立区	38	260	削除			地域KW			対象外	不要	
238	＋α	住民税 上がるタイミング	33	480	記事	Know（住民税の時期を知りたい）	ガイド記事	時期・スケジュール	住民税_時期・スケジュール		権威構築	補足	
239	＋α	住民税 アルバイト 天引き	N/A	170	記事	Know（徴収方法を知りたい）	解説記事	徴収方法	住民税パート		権威構築	補足	
240	＋α	住民税 尼崎	26	110	削除			地域KW			対象外	不要	
241	＋α	住民税 amazonpay	31	170	記事	Do（住民税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	住民税_支払い方法		権威構築	補足	
242	＋α	住民税 明石	N/A	70	削除			地域KW			対象外	不要	
243	＋α	住民税 いつ払う	33	2400	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税支払時期		権威構築	補足	
244	＋α	住民税 一括徴収	32	1600	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
245	＋α	住民税 いつ	33	1900	記事	Know（住民税の時期を知りたい）	ガイド記事	時期・スケジュール	住民税支払時期		権威構築	補足	
246	＋α	住民税 異動届	33	2900	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税退職		権威構築	補足	
247	＋α	住民税 育休中	28	880	記事	Know（退職・転職時の住民税を知りたい）	解説記事	ライフイベント	住民税_ライフイベント		権威構築	補足	
248	＋α	住民税 内訳	48	480	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
249	＋α	住民税 宇都宮	40	320	削除			地域KW			対象外	不要	
250	＋α	住民税 浦安	27	110	削除			地域KW			対象外	不要	
251	＋α	住民税 上田市	N/A	140	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
252	＋α	住民税 宇部市	N/A	40	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
253	＋α	住民税 うるま市	N/A	40	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
254	＋α	住民税 宇治市	23	170	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
255	＋α	住民税 うざい	N/A	50	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
256	＋α	住民税 浦安市 いくら	N/A	10	削除			地域KW			対象外	不要	
257	＋α	住民税 写し	N/A	0	削除			検索なし			対象外	不要	
258	＋α	住民税 英語	31	1000	削除			翻訳KW			対象外	不要	
259	＋α	住民税 延滞金	33	880	記事	Know（滞納時の対応を知りたい）	解説記事	滞納・延滞	住民税_滞納・延滞		権威構築	補足	
260	＋α	住民税 延滞金 計算	32	720	計算ページ	Do（住民税を計算したい）	計算ツール		住民税計算	住民税の計算方法・シミュレーション	ツール集客	必須	計算ツール
261	＋α	住民税 江戸川区	42	1000	削除			地域KW			対象外	不要	
262	＋α	住民税 eltax	N/A	260	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
263	＋α	住民税 延滞	50	210	記事	Know（滞納時の対応を知りたい）	解説記事	滞納・延滞	住民税_滞納・延滞		権威構築	補足	
264	＋α	住民税 延滞税	N/A	170	記事	Know（滞納時の対応を知りたい）	解説記事	滞納・延滞	住民税_滞納・延滞		権威構築	補足	
265	＋α	住民税 延滞金 いつから	47	260	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税支払時期		権威構築	補足	
266	＋α	住民税 延滞金 1ヶ月以内 知恵袋	51	140	削除			QAサイト			対象外	不要	
267	＋α	住民税 延滞金 損金	N/A	70	記事	Know（滞納時の対応を知りたい）	解説記事	滞納・延滞	住民税_滞納・延滞		権威構築	補足	
268	＋α	住民税 大阪	43	1300	削除			地域KW			対象外	不要	
269	＋α	住民税 大阪市	45	2400	削除			地域KW			対象外	不要	
270	＋α	住民税 大田区	44	1300	削除			地域KW			対象外	不要	
271	＋α	住民税 岡山	26	260	削除			地域KW			対象外	不要	
272	＋α	住民税 お得な払い方	50	210	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
273	＋α	住民税 表	33	1300	記事	Do（住民税の書式を確認したい）	ハウツー記事	書式	住民税_書式		権威構築	補足	
274	＋α	住民税 オンライン納付	N/A	110	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税_支払い時期		権威構築	補足	
275	＋α	住民税 大分	N/A	110	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
276	＋α	住民税 納め方	N/A	210	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
277	＋α	住民税 大阪府	41	320	削除			地域KW			対象外	不要	
278	＋α	住民税 会社負担	33	1900	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
279	＋α	住民税 勘定科目	41	1300	記事	Do（住民税の会計処理を調べたい）	解説記事	会計処理	住民税_会計処理		権威構築	補足	
280	＋α	住民税 壁	33	590	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
281	＋α	住民税 課税対象	46	1000	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
282	＋α	住民税 還付	31	1300	記事	Know（住民税の還付を知りたい）	解説記事	還付	住民税_還付		権威構築	補足	
283	＋α	住民税 確認方法	33	1000	記事	Do（住民税の確認方法を知りたい）	ハウツー記事	確認方法	住民税_確認方法		権威構築	補足	
284	＋α	住民税 何歳から	33	880	記事	Know（年齢別の住民税を知りたい）	ガイド記事	年齢別	住民税_年齢別		権威構築	補足	
285	＋α	住民税 課税所得	48	1000	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
286	＋α	住民税 カード払い	48	720	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
287	＋α	住民税 給与天引き	32	3600	記事	Know（徴収方法を知りたい）	解説記事	徴収方法	住民税_徴収方法		権威構築	補足	
288	＋α	住民税 給与所得控除	49	1000	記事	Know（控除・減免を知りたい）	解説記事	控除	住民税控除	住民税の控除・軽減措置まとめ	権威構築	必須	解説記事
289	＋α	住民税 均等割とは	45	6600	記事	Know（住民税の仕組みを理解したい）	解説記事	基礎解説	住民税基礎解説	住民税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
290	＋α	住民税 金額	53	1600	記事	Know（住民税がいくらか知りたい）	ガイド記事	税額目安	住民税_税額目安		権威構築	補足	
291	＋α	住民税 均等割	45	3600	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
292	＋α	住民税 クレジットカード	48	1900	記事	Do（住民税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	住民税_支払い方法		権威構築	補足	
293	＋α	住民税 クレジットカード払い	48	880	記事	Do（住民税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	住民税_支払い方法		権威構築	補足	
294	＋α	住民税 熊本	40	320	削除			地域KW			対象外	不要	
295	＋α	住民税 クレジットカード 手数料	N/A	260	記事	Do（住民税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	住民税_支払い方法		権威構築	補足	
296	＋α	住民税 クレジットカード納付	48	260	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税_支払い時期		権威構築	補足	
297	＋α	住民税 区によって違う	33	170	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
298	＋α	住民税 クレカ支払い	55	210	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税支払時期		権威構築	補足	
299	＋α	住民税 倉敷	N/A	90	削除			地域KW			対象外	不要	
300	＋α	住民税 区分	33	140	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
301	＋α	住民税 クレジットカード ポイント	51	210	記事	Do（住民税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	住民税_支払い方法		権威構築	補足	
302	＋α	住民税 決定通知書	33	22200	記事	Do（住民税の確認方法を知りたい）	ハウツー記事	確認方法	住民税通知書		権威構築	補足	
303	＋α	住民税 経費	50	590	記事	Do（住民税の会計処理を調べたい）	解説記事	会計処理	住民税_会計処理		権威構築	補足	
304	＋α	住民税 控除	47	5400	記事	Know（控除・減免を知りたい）	解説記事	控除	住民税控除	住民税の控除・軽減措置まとめ	権威構築	必須	解説記事
305	＋α	住民税 控除額	47	880	記事	Know（控除・減免を知りたい）	解説記事	控除	住民税控除	住民税の控除・軽減措置まとめ	権威構築	必須	解説記事
306	＋α	住民税 コンビニ	33	1000	記事	Do（住民税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	住民税_支払い方法		権威構築	補足	
307	＋α	住民税 控除 上限	33	590	記事	Know（控除・減免を知りたい）	解説記事	控除	住民税控除	住民税の控除・軽減措置まとめ	権威構築	必須	解説記事
308	＋α	住民税 個人事業主	81	2400	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
309	＋α	住民税 控除 種類	49	320	記事	Know（控除・減免を知りたい）	解説記事	控除	住民税控除	住民税の控除・軽減措置まとめ	権威構築	必須	解説記事
310	＋α	住民税 口座振替	45	480	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
311	＋α	住民税 交通費	N/A	260	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
312	＋α	住民税 神戸市	42	1600	削除			地域KW			対象外	不要	
313	＋α	住民税 控除額 一覧 2025	N/A	0	削除			検索なし			対象外	不要	
314	＋α	住民税 札幌	44	1300	削除			地域KW			対象外	不要	
315	＋α	住民税 差し押さえ	32	1300	記事	Know（滞納時の対応を知りたい）	解説記事	滞納・延滞	住民税_滞納・延滞		権威構築	補足	
316	＋α	住民税 算出方法	48	880	記事	Do（住民税の手続き・対策を知りたい）	ハウツー記事	手続き・対策	住民税_手続き・対策		権威構築	補足	
317	＋α	住民税 さいたま市	46	1900	削除			地域KW			対象外	不要	
318	＋α	住民税 産休	28	1300	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
319	＋α	住民税 最低額	46	390	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
320	＋α	住民税 算定期間	33	390	記事	Know（住民税の時期を知りたい）	ガイド記事	時期・スケジュール	住民税_時期・スケジュール		権威構築	補足	
321	＋α	住民税 堺市	43	880	削除			地域KW			対象外	不要	
322	＋α	住民税 差し押さえ 知恵袋	42	210	削除			QAサイト			対象外	不要	
323	＋α	住民税 申告方法	33	2400	記事	Do（申告をしたい）	ハウツー記事	確定申告	住民税申告	住民税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
324	＋α	住民税 支払い月	33	5400	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税支払時期		権威構築	補足	
325	＋α	住民税 申告	44	6600	記事	Do（申告をしたい）	ハウツー記事	確定申告	住民税申告	住民税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
326	＋α	住民税 支払い方法	49	3600	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税支払時期		権威構築	補足	
327	＋α	住民税 シュミレーション	48	4400	計算ページ	Do（住民税を計算したい）	計算ツール		住民税計算	住民税の計算方法・シミュレーション	ツール集客	必須	計算ツール
328	＋α	住民税 所得税	48	1600	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
329	＋α	住民税 支払い	49	2400	記事	Know（住民税の支払い時期を知りたい）	ガイド記事	支払い時期	住民税支払時期		権威構築	補足	
330	＋α	住民税 所得控除	47	1000	記事	Know（控除・減免を知りたい）	解説記事	控除	住民税控除	住民税の控除・軽減措置まとめ	権威構築	必須	解説記事
331	＋α	住民税 所得割	47	1600	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
332	＋α	住民税 障害者控除	31	1000	記事	Know（控除・減免を知りたい）	解説記事	控除	住民税控除	住民税の控除・軽減措置まとめ	権威構築	必須	解説記事
333	＋α	住民税 杉並区	43	1000	削除			地域KW			対象外	不要	
334	＋α	住民税 スマホ決済	N/A	210	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
335	＋α	住民税 墨田区	39	590	削除			地域KW			対象外	不要	
336	＋α	住民税 吹田市	N/A	590	削除			地域KW			対象外	不要	
337	＋α	住民税 住んでる場所	N/A	70	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
338	＋α	住民税 住んでる場所で違う	N/A	70	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
339	＋α	住民税 杉並区 いくら	N/A	30	削除			地域KW			対象外	不要	
340	＋α	住民税 鈴鹿	N/A	0	削除			検索なし			対象外	不要	
341	＋α	住民税 杉並区 高い	N/A	20	削除			地域KW			対象外	不要	
342	＋α	住民税 スケジュール	N/A	40	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
343	＋α	住民税 生命保険料控除	33	1600	記事	Know（控除・減免を知りたい）	解説記事	控除	住民税控除	住民税の控除・軽減措置まとめ	権威構築	必須	解説記事
344	＋α	住民税 節税	48	590	記事	Do（住民税の手続き・対策を知りたい）	ハウツー記事	手続き・対策	住民税_手続き・対策		権威構築	補足	
345	＋α	住民税 世田谷区	43	1900	削除			地域KW			対象外	不要	
346	＋α	住民税 仙台	37	260	削除			地域KW			対象外	不要	
347	＋α	住民税 生命保険料控除 計算方法	N/A	170	計算ページ	Do（住民税を計算したい）	計算ツール		住民税計算	住民税の計算方法・シミュレーション	ツール集客	必須	計算ツール
348	＋α	住民税 世帯ごと	49	320	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
349	＋α	住民税 専業主婦	33	880	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
350	＋α	住民税 仙台市	45	210	削除			地域KW			対象外	不要	
351	＋α	住民税 世帯主が払う	33	720	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税支払時期		権威構築	補足	
352	＋α	住民税 世帯主	52	260	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
353	＋α	住民税 相場	33	390	記事	Know（住民税の金額・相場を知りたい）	ガイド記事	相場ガイド	住民税_相場ガイド		権威構築	補足	
354	＋α	住民税 相談	N/A	170	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
355	＋α	住民税 相談 どこ	44	140	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
356	＋α	住民税 租税公課	30	210	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
357	＋α	住民税 総所得金額	33	110	記事	Know（住民税がいくらか知りたい）	ガイド記事	税額目安	住民税_税額目安		権威構築	補足	
358	＋α	住民税 総所得金額とは	N/A	70	記事	Know（住民税の仕組みを理解したい）	解説記事	基礎解説	住民税基礎解説	住民税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
359	＋α	住民税 相続	30	390	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
360	＋α	住民税 相談窓口	N/A	90	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
361	＋α	住民税 租税条約	43	260	記事	Know（住民税の概要を知りたい）	解説記事	基礎解説	住民税_基礎解説	住民税の基礎知識まとめ	権威構築	必須	ピラーページ
362	＋α	住民税 速算表	N/A	50	記事	Know（住民税の税率を知りたい）	ガイド記事	税率	住民税_税率		権威構築	補足	
363	＋α	住民税 退職後	47	6600	記事	Know（退職・転職時の住民税を知りたい）	解説記事	ライフイベント	住民税退職		権威構築	補足	
364	＋α	住民税 高い	47	3600	記事	Know（住民税の金額を知りたい）	ガイド記事	金額	住民税_金額		権威構築	補足	
365	＋α	住民税 高い ランキング	40	2400	記事	Buy（住民税関連のサービスを選びたい）	比較記事	おすすめ・比較	住民税_おすすめ・比較		権威構築	補足	
366	＋α	住民税 高すぎる	44	1900	記事	Know（住民税の金額を知りたい）	ガイド記事	金額	住民税_金額		権威構築	補足	
367	＋α	住民税 滞納	33	1900	記事	Know（滞納時の対応を知りたい）	解説記事	滞納・延滞	住民税_滞納・延滞		権威構築	補足	
368	＋α	住民税 退職 一括徴収	29	2400	記事	Know（退職・転職時の住民税を知りたい）	解説記事	ライフイベント	住民税退職		権威構築	補足	
369	＋α	住民税 退職	33	2900	記事	Know（退職・転職時の住民税を知りたい）	解説記事	ライフイベント	住民税退職		権威構築	補足	
370	＋α	住民税 滞納 どうなる	33	260	記事	Know（滞納時の対応を知りたい）	解説記事	滞納・延滞	住民税_滞納・延滞		権威構築	補足	
371	＋α	住民税 退職後 免除	33	1600	記事	Know（退職・転職時の住民税を知りたい）	解説記事	ライフイベント	住民税退職		権威構築	補足	
