No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
206	＋α	住宅ローン 6000万 月々	51	210	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
207	＋α	住宅ローン 6500万 年収	33	70	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
208	＋α	住宅ローン 65歳以上	33	90	記事	Know（年齢別の住宅ローンを知りたい）	ガイド記事	年齢別	住宅ローン_年齢別		権威構築	補足	
209	＋α	住宅ローン 60年	57	30	記事	Know（期間別の住宅ローンを知りたい）	ガイド記事	期間別	住宅ローン_期間別		権威構築	補足	
210	＋α	住宅ローン 6倍	33	40	記事	Know（住宅ローンの倍率を知りたい）	ガイド記事	倍率	住宅ローン_倍率		権威構築	補足	
211	＋α	住宅ローン 6500万	33	110	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
212	＋α	住宅ローン 60歳から	33	50	記事	Know（年齢別の住宅ローンを知りたい）	ガイド記事	年齢別	住宅ローン_年齢別		権威構築	補足	
213	＋α	住宅ローン 7000万 年収	33	210	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
214	＋α	住宅ローン 7大疾病 つける人は どれくらい	49	320	記事	Know（疾病特約・保障について知りたい）	解説記事	保障・特約	住宅ローン_保障・特約		権威構築	補足	
215	＋α	住宅ローン 70歳まで 知恵袋	33	70	削除			QAサイト			対象外	不要	
216	＋α	住宅ローン 70歳まで	53	110	記事	Know（年齢別の住宅ローンを知りたい）	ガイド記事	年齢別	住宅ローン_年齢別		権威構築	補足	
217	＋α	住宅ローン 7000万	31	320	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
218	＋α	住宅ローン 75歳まで	33	110	記事	Know（年齢別の住宅ローンを知りたい）	ガイド記事	年齢別	住宅ローン_年齢別		権威構築	補足	
219	＋α	住宅ローン 70歳から	54	70	記事	Know（年齢別の住宅ローンを知りたい）	ガイド記事	年齢別	住宅ローン_年齢別		権威構築	補足	
220	＋α	住宅ローン 7倍	33	70	記事	Know（住宅ローンの倍率を知りたい）	ガイド記事	倍率	住宅ローン_倍率		権威構築	補足	
221	＋α	住宅ローン 7000万 世帯年収	33	70	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
222	＋α	住宅ローン 7大疾病	33	170	記事	Know（疾病特約・保障について知りたい）	解説記事	保障・特約	住宅ローン_保障・特約		権威構築	補足	
223	＋α	住宅ローン 8大疾病 つける人は どれくらい	48	480	記事	Know（疾病特約・保障について知りたい）	解説記事	保障・特約	住宅ローン_保障・特約		権威構築	補足	
224	＋α	住宅ローン 80歳まで	33	260	記事	Know（年齢別の住宅ローンを知りたい）	ガイド記事	年齢別	住宅ローン_年齢別		権威構築	補足	
225	＋α	住宅ローン 8000万	33	210	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
226	＋α	住宅ローン 85歳まで	33	90	記事	Know（年齢別の住宅ローンを知りたい）	ガイド記事	年齢別	住宅ローン_年齢別		権威構築	補足	
227	＋α	住宅ローン 80歳以上	33	30	記事	Know（年齢別の住宅ローンを知りたい）	ガイド記事	年齢別	住宅ローン_年齢別		権威構築	補足	
228	＋α	住宅ローン 8大疾病	61	140	記事	Know（疾病特約・保障について知りたい）	解説記事	保障・特約	住宅ローン_保障・特約		権威構築	補足	
229	＋α	住宅ローン 8倍	33	90	記事	Know（住宅ローンの倍率を知りたい）	ガイド記事	倍率	住宅ローン_倍率		権威構築	補足	
230	＋α	住宅ローン 8大疾病 不要	59	70	記事	Know（疾病特約・保障について知りたい）	解説記事	保障・特約	住宅ローン_保障・特約		権威構築	補足	
231	＋α	住宅ローン 85歳完済	33	40	記事	Know（一括返済について知りたい）	解説記事	一括返済	住宅ローン_一括返済		権威構築	補足	
232	＋α	住宅ローン 800万	33	140	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
233	＋α	住宅ローン 9000万円	31	110	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
234	＋α	住宅ローン 900万 返済	33	40	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン返済		権威構築	補足	
235	＋α	住宅ローン 900万	33	90	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
236	＋α	住宅ローン 9万	33	40	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
237	＋α	住宅ローン 9倍	32	40	記事	Know（住宅ローンの倍率を知りたい）	ガイド記事	倍率	住宅ローン_倍率		権威構築	補足	
238	＋α	住宅ローン 9000万 年収	32	30	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
239	＋α	住宅ローン 9大疾病	53	10	記事	Know（疾病特約・保障について知りたい）	解説記事	保障・特約	住宅ローン_保障・特約		権威構築	補足	
240	＋α	住宅ローン 90	55	0	削除			検索なし			対象外	不要	
241	＋α	住宅ローン 9000万円 ブログ	22	70	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
242	＋α	住宅ローン 9割融資とは	50	20	記事	Know（住宅ローンの仕組みを理解したい）	解説記事	基礎解説	住宅ローン基礎解説		権威構築	補足	
243	＋α	住宅ローン 頭金なし	47	1900	記事	Know（頭金・自己資金について知りたい）	ガイド記事	頭金	住宅ローン_頭金		権威構築	補足	
244	＋α	住宅ローン auじぶん銀行	56	720	記事	Know（auじぶん銀行の住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
245	＋α	住宅ローン 頭金 いくら	33	880	記事	Know（頭金・自己資金について知りたい）	ガイド記事	頭金	住宅ローン計算	住宅ローンの計算方法・シミュレーション	権威構築	必須	計算ツール
246	＋α	住宅ローン 頭金 平均	49	590	記事	Know（頭金・自己資金について知りたい）	ガイド記事	頭金	住宅ローン_頭金		権威構築	補足	
247	＋α	住宅ローン 上がる	53	390	記事	Know（金利上昇の影響を知りたい）	解説記事	金利上昇	住宅ローン_金利上昇		権威構築	補足	
248	＋α	住宅ローン 頭金 どれくらい	57	140	記事	Know（頭金・自己資金について知りたい）	ガイド記事	頭金	住宅ローン_頭金		権威構築	補足	
249	＋α	住宅ローン 頭金 割合	53	210	記事	Know（頭金・自己資金について知りたい）	ガイド記事	頭金	住宅ローン_頭金		権威構築	補足	
250	＋α	住宅ローン あるけど引っ越したい	30	590	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
251	＋α	住宅ローン 頭金 相場	49	320	記事	Know（頭金・自己資金について知りたい）	ガイド記事	頭金	住宅ローン_頭金		権威構築	補足	
252	＋α	住宅ローン aruhi	54	260	記事	Know（aruhiの住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
253	＋α	住宅ローン いくら借りれる	58	1900	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン計算	住宅ローンの計算方法・シミュレーション	権威構築	必須	計算ツール
254	＋α	住宅ローン 一括返済	55	1600	記事	Know（一括返済について知りたい）	解説記事	一括返済	住宅ローン返済		権威構築	補足	
255	＋α	住宅ローン 一括返済 手数料	59	720	記事	Know（一括返済について知りたい）	解説記事	一括返済	住宅ローン返済		権威構築	補足	
256	＋α	住宅ローン イオン銀行	62	14800	記事	Know（イオン銀行の住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
257	＋α	住宅ローン いくらまで	56	480	記事	Know（住宅ローンの金額・相場を知りたい）	ガイド記事	相場ガイド	住宅ローン計算	住宅ローンの計算方法・シミュレーション	権威構築	必須	計算ツール
258	＋α	住宅ローン 育休中	25	720	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
259	＋α	住宅ローン 一年目 確定申告	33	260	記事	Do（住宅ローンの申告をしたい）	ハウツー記事	申告・届出	住宅ローン申告	住宅ローンの確定申告・届出の方法と必要書類	権威構築	必須	解説記事
260	＋α	住宅ローン いくら	59	480	記事	Know（住宅ローンの金額・相場を知りたい）	ガイド記事	相場ガイド	住宅ローン計算	住宅ローンの計算方法・シミュレーション	権威構築	必須	計算ツール
261	＋α	住宅ローン 一部繰り上げ返済	58	320	記事	Know（繰り上げ返済について知りたい）	解説記事	繰り上げ返済	住宅ローン返済		権威構築	補足	
262	＋α	住宅ローン 一年目 年末調整	60	110	記事	Know（住宅ローン控除を理解したい）	解説記事	住宅ローン控除	住宅ローン_住宅ローン控除	住宅ローンの控除・軽減措置まとめ	権威構築	必須	解説記事
263	＋α	住宅ローン ufj	58	5400	記事	Know（ufjの住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
264	＋α	住宅ローン うつ病	28	590	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
265	＋α	住宅ローン ufj 金利	51	1600	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
266	＋α	住宅ローン 内訳	57	110	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
267	＋α	住宅ローン うつ病になったら	25	0	削除			検索なし			対象外	不要	
268	＋α	住宅ローン 上乗せ	33	90	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
269	＋α	住宅ローン 裏技	24	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
270	＋α	住宅ローン 運用	55	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
271	＋α	住宅ローン 請負契約書	33	30	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
272	＋α	住宅ローン web審査	61	50	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
273	＋α	住宅ローン 英語	33	720	削除			翻訳KW			対象外	不要	
274	＋α	住宅ローン 選び方	33	880	記事	Buy（最適な住宅ローンを選びたい）	比較記事	おすすめ比較	住宅ローン_おすすめ比較		権威構築	補足	
275	＋α	住宅ローン 延長	33	260	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
276	＋α	住宅ローン 延滞	30	260	記事	Know（返済の悩みを解決したい）	解説記事	返済の悩み	住宅ローン_返済の悩み		権威構築	補足	
277	＋α	住宅ローン 永住権なし	24	1000	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
278	＋α	住宅ローン エクセル	33	170	計算ページ	Do（住宅ローンを計算したい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
279	＋α	住宅ローン etax	57	170	記事	Do（住宅ローンの電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	住宅ローン_支払い方法		権威構築	補足	
280	＋α	住宅ローン エアコン	23	90	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
281	＋α	住宅ローン エアコン代	24	20	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
282	＋α	住宅ローン 永住権	32	110	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
283	＋α	住宅ローン おすすめ	55	6600	記事	Buy（最適な住宅ローンを選びたい）	比較記事	おすすめ比較	住宅ローン_おすすめ比較		権威構築	補足	
284	＋α	住宅ローン おすすめ 銀行	56	2400	記事	Buy（最適な住宅ローンを選びたい）	比較記事	おすすめ比較	住宅ローン_おすすめ比較		権威構築	補足	
285	＋α	住宅ローン 多めに借りる	33	590	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
286	＋α	住宅ローン おまとめローン	33	1300	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
287	＋α	住宅ローン 親からの援助	29	320	記事	Know（親からの援助・贈与を知りたい）	解説記事	贈与・援助	住宅ローン_贈与・援助		権威構築	補足	
288	＋α	住宅ローン 落ちた	33	480	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン_審査		権威構築	補足	
289	＋α	住宅ローン 親子リレー	30	590	記事	Know（親からの援助・贈与を知りたい）	解説記事	贈与・援助	住宅ローン_贈与・援助		権威構築	補足	
290	＋α	住宅ローン オーバーローン	27	480	記事	Know（頭金・自己資金について知りたい）	ガイド記事	頭金	住宅ローン_頭金		権威構築	補足	
291	＋α	住宅ローン おまとめ	33	1000	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
292	＋α	住宅ローン 落ちる確率	33	90	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン税率		権威構築	補足	
293	＋α	住宅ローン 仮審査	33	4400	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
294	＋α	住宅ローン 借入可能額	33	1900	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
295	＋α	住宅ローン 確定申告 必要書類	46	2900	記事	Do（住宅ローンの手続きをしたい）	ハウツー記事	手続き	住宅ローン申告	住宅ローンの確定申告・届出の方法と必要書類	権威構築	必須	解説記事
296	＋α	住宅ローン 火災保険	33	1600	記事	Know（保険と住宅ローンの関係を知りたい）	解説記事	保険	住宅ローン_保険		権威構築	補足	
297	＋α	住宅ローン 勤続年数	33	1300	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
298	＋α	住宅ローン 組み方	50	590	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
299	＋α	住宅ローン 組めない人	33	590	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
300	＋α	住宅ローン クレジットカード	33	480	記事	Do（住宅ローンの電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	住宅ローン_支払い方法		権威構築	補足	
301	＋α	住宅ローン 計算	33	9900	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
302	＋α	住宅ローン 計算方法	33	1300	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
303	＋α	住宅ローン 健康診断	33	590	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
304	＋α	住宅ローン 計算 アプリ	33	880	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
305	＋α	住宅ローン 計算式	33	320	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
306	＋α	住宅ローン 経費	41	480	記事	Do（住宅ローンの会計処理を調べたい）	解説記事	会計処理	住宅ローン_会計処理		権威構築	補足	
307	＋α	住宅ローン 契約社員	32	480	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
308	＋α	住宅ローン 経費 個人事業主	33	210	記事	Do（住宅ローンの会計処理を調べたい）	解説記事	会計処理	住宅ローン_会計処理		権威構築	補足	
309	＋α	住宅ローン 契約書	33	320	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
310	＋α	住宅ローン 契約 流れ	59	140	記事	Do（住宅ローンの手続きをしたい）	ハウツー記事	手続き	住宅ローン_手続き		権威構築	補足	
311	＋α	住宅ローン 控除	33	165000	記事	Know（住宅ローン控除を理解したい）	解説記事	住宅ローン控除	住宅ローン控除	住宅ローンの控除・軽減措置まとめ	権威構築	必須	計算ツール
312	＋α	住宅ローン 控除 いつまで	33	12100	記事	Know（住宅ローン控除を理解したい）	解説記事	住宅ローン控除	住宅ローン控除	住宅ローンの控除・軽減措置まとめ	権威構築	必須	計算ツール
313	＋α	住宅ローン 固定 変動	33	2400	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
314	＋α	住宅ローン 控除 条件	33	6600	記事	Know（住宅ローン控除を理解したい）	解説記事	住宅ローン控除	住宅ローン控除	住宅ローンの控除・軽減措置まとめ	権威構築	必須	計算ツール
315	＋α	住宅ローン 固定	55	720	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
316	＋α	住宅ローン 最長	33	480	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
317	＋α	住宅ローン 三大疾病	33	1000	記事	Know（疾病特約・保障について知りたい）	解説記事	保障・特約	住宅ローン_保障・特約		権威構築	補足	
318	＋α	住宅ローン 最初の10年	33	170	記事	Know（期間別の住宅ローンを知りたい）	ガイド記事	期間別	住宅ローン_期間別		権威構築	補足	
319	＋α	住宅ローン 最強	47	720	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
320	＋α	住宅ローン 最安値	56	210	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
321	＋α	住宅ローン 最安金利	33	390	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
322	＋α	住宅ローン 審査	33	6600	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
323	＋α	住宅ローン 初年度 年末調整	33	720	記事	Know（住宅ローン控除を理解したい）	解説記事	住宅ローン控除	住宅ローン_住宅ローン控除	住宅ローンの控除・軽減措置まとめ	権威構築	必須	解説記事
324	＋α	住宅ローン 審査基準	33	1900	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
325	＋α	住宅ローン 初年度 確定申告	50	5400	記事	Do（住宅ローンの申告をしたい）	ハウツー記事	申告・届出	住宅ローン申告	住宅ローンの確定申告・届出の方法と必要書類	権威構築	必須	解説記事
326	＋α	住宅ローン 審査 期間	33	1900	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
327	＋α	住宅ローン 諸費用	33	1600	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
328	＋α	住宅ローン 収入合算	33	1600	記事	Know（ペアローン・連帯について知りたい）	解説記事	ペアローン	住宅ローン_ペアローン		権威構築	補足	
329	＋α	住宅ローン 種類	33	1000	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
330	＋α	住宅ローン 試算	33	1000	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
331	＋α	住宅ローン 住信sbi	56	4400	記事	Know（sbiの住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
332	＋α	住宅ローン 推移	53	480	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
333	＋α	住宅ローン スーモ	40	1300	記事	Know（スーモの住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
334	＋α	住宅ローン 住み替え	51	1300	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
335	＋α	住宅ローン 住み替え 同じ銀行	33	210	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
336	＋α	住宅ローン 住み替え 買い先行	30	210	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
337	＋α	住宅ローン 据置期間とは	51	110	記事	Know（住宅ローンの仕組みを理解したい）	解説記事	基礎解説	住宅ローン基礎解説		権威構築	補足	
338	＋α	住宅ローン 据え置き	33	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
339	＋α	住宅ローン スマホ分割	26	50	記事	Do（住宅ローンの延納・分割を知りたい）	ハウツー記事	延納・分割	住宅ローン_延納・分割		権威構築	補足	
340	＋α	住宅ローン 住み替え ダブルローン	31	170	記事	Know（複数物件のローンについて知りたい）	解説記事	複数物件	住宅ローン_複数物件		権威構築	補足	
341	＋α	住宅ローン 生命保険	57	720	記事	Know（保険と住宅ローンの関係を知りたい）	解説記事	保険	住宅ローン_保険		権威構築	補足	
342	＋α	住宅ローン 世帯年収	50	720	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
343	＋α	住宅ローン 節税	33	210	記事	Do（住宅ローンの手続き・対策を知りたい）	ハウツー記事	手続き・対策	住宅ローン_手続き・対策		権威構築	補足	
344	＋α	住宅ローン セカンドハウス	31	880	記事	Know（複数物件のローンについて知りたい）	解説記事	複数物件	住宅ローン_複数物件		権威構築	補足	
345	＋α	住宅ローン 世帯年収 何倍	54	170	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
346	＋α	住宅ローン 精神疾患	31	260	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
347	＋α	住宅ローン 世帯年収 目安	58	210	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
348	＋α	住宅ローン 正式審査 複数	33	90	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
349	＋α	住宅ローン 精神障害者になったら	33	260	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
350	＋α	住宅ローン 籍 入れてない	31	140	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
351	＋α	住宅ローン 相談	33	1900	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
352	＋α	住宅ローン 相場	54	590	記事	Know（住宅ローンの金額・相場を知りたい）	ガイド記事	相場ガイド	住宅ローン_相場ガイド		権威構築	補足	
353	＋α	住宅ローン 相談窓口	33	880	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
354	＋α	住宅ローン ソニー銀行	51	8100	記事	Know（ソニー銀行の住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
355	＋α	住宅ローン 総支払額 シミュレーション	63	260	計算ページ	Do（住宅ローンをシミュレーションしたい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
356	＋α	住宅ローン 総支払額	63	170	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
357	＋α	住宅ローン 相続	31	260	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
358	＋α	住宅ローン 早期返済	81	140	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン返済		権威構築	補足	
359	＋α	住宅ローン 総額 計算	65	140	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
360	＋α	住宅ローン 総返済額	33	110	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン返済		ツール集客	補足	
361	＋α	住宅ローン 担保	33	720	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
362	＋α	住宅ローン 滞納	28	720	記事	Know（返済の悩みを解決したい）	解説記事	返済の悩み	住宅ローン_返済の悩み		権威構築	補足	
363	＋α	住宅ローン 退職	33	320	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
364	＋α	住宅ローン 短期プライムレート	50	880	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
365	＋α	住宅ローン 退職金	33	210	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
366	＋α	住宅ローン 担保提供者	33	210	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
367	＋α	住宅ローン 単身赴任	29	210	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
368	＋α	住宅ローン 退職 ばれる	30	110	記事	Know（住宅ローンの税務調査を知りたい）	解説記事	税務調査	住宅ローン_税務調査		権威構築	補足	
