No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
171	＋α	不動産 売却 相見積もり	23	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
172	＋α	不動産 売却 赤字 確定申告	41	110	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
173	＋α	不動産 売却 赤字	36	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
174	＋α	不動産 売却 相見積もり マナー	23	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
175	＋α	不動産 売却 空き家 特例	39	50	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却_控除・特例		権威構築	補足	
176	＋α	不動産 売却 赤字 税金	28	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
177	＋α	不動産 売却 青色 申告	41	70	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
178	＋α	不動産 売却 相 見積もり 失礼	23	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
179	＋α	不動産 売却 アドバイザー	N/A	0	削除			検索なし			対象外	不要	
180	＋α	不動産 売却 荒川 区	22	90	削除			地域KW			対象外	不要	
181	＋α	不動産 売却 一括査定	27	170	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
182	＋α	不動産 売却 印紙代	26	260	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
183	＋α	不動産 売却 委任状	23	260	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
184	＋α	不動産 売却 印紙税	26	110	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
185	＋α	不動産 売却 印紙	28	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
186	＋α	不動産 売却 一時所得	32	110	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
187	＋α	不動産 売却 依頼 の 手紙	19	0	削除			検索なし			対象外	不要	
188	＋α	不動産 売却 意思確認	21	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
189	＋α	不動産 売却 売れる 時期	25	0	削除			検索なし			対象外	不要	
190	＋α	不動産 売却 売主 費用	29	110	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
191	＋α	不動産 売却 売上 計上	26	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
192	＋α	不動産 売却 売主 必要 書類	25	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
193	＋α	不動産 売却 売れない	30	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
194	＋α	不動産 売却 売主 登記 費用	26	0	削除			検索なし			対象外	不要	
195	＋α	不動産 売却 内 見	24	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
196	＋α	不動産 売却 売上	26	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
197	＋α	不動産 売却 宇都宮	17	320	削除			地域KW			対象外	不要	
198	＋α	不動産 売却 売れ ない 場合	27	0	削除			検索なし			対象外	不要	
199	＋α	不動産 売却 英語	23	70	削除			翻訳KW			対象外	不要	
200	＋α	不動産 売却 遠方	18	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
201	＋α	不動産 売却 益 税金 相続	47	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
202	＋α	不動産 売却 益 税金	44	1900	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
203	＋α	不動産 売却 益 税金 法人	29	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
204	＋α	不動産 売却 おすすめ	31	260	記事	Buy（不動産 売却関連のサービスを選びたい）	比較記事	おすすめ・比較	不動産売却_おすすめ・比較		権威構築	補足	
205	＋α	不動産 売却 大手	29	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
206	＋α	不動産 売却 大阪	22	480	削除			地域KW			対象外	不要	
207	＋α	不動産 売却 お尋ね 来 ない	23	140	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
208	＋α	不動産 売却 お尋ね 確率	21	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却税率		権威構築	補足	
209	＋α	不動産 売却 大阪 市	25	590	削除			地域KW			対象外	不要	
210	＋α	不動産 売却 大手 地元	26	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
211	＋α	不動産 売却 岡山 市	20	210	削除			地域KW			対象外	不要	
212	＋α	不動産 売却 オークション	22	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
213	＋α	不動産 売却 おすすめ 業者	33	20	記事	Buy（不動産 売却関連のサービスを選びたい）	比較記事	おすすめ・比較	不動産売却_おすすめ・比較		権威構築	補足	
214	＋α	不動産 売却 課税	48	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
215	＋α	不動産 売却 買取 違い	34	40	記事	Know（不動産 売却のメリット・リスクを知りたい）	解説記事	比較・検討	不動産売却_比較・検討		権威構築	補足	
216	＋α	不動産 売却 買取	37	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
217	＋α	不動産 売却 会社	28	170	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
218	＋α	不動産 売却 期間	26	170	記事	Know（不動産 売却の時期を知りたい）	ガイド記事	時期・スケジュール	不動産売却_時期・スケジュール		権威構築	補足	
219	＋α	不動産 売却 キャンペーン	20	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
220	＋α	不動産 売却 祈願	18	0	削除			検索なし			対象外	不要	
221	＋α	不動産 売却 京都	23	320	削除			地域KW			対象外	不要	
222	＋α	不動産 売却 期間 平均	24	30	記事	Know（不動産 売却の金額・相場を知りたい）	ガイド記事	相場ガイド	不動産売却_相場ガイド	不動産売却の相場はいくら？金額目安一覧	権威構築	必須	解説記事
223	＋α	不動産 売却 口コミ	29	70	記事	Buy（不動産 売却関連のサービスを選びたい）	比較記事	おすすめ・比較	不動産売却_おすすめ・比較		権威構築	補足	
224	＋α	不動産 売却 クーリング オフ	24	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
225	＋α	不動産 売却 熊本	23	90	削除			地域KW			対象外	不要	
226	＋α	不動産 売却 熊本市	19	40	削除			地域KW			対象外	不要	
227	＋α	不動産 売却 クリーニング	23	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
228	＋α	不動産 売却 繰り上げ 返済	27	0	削除			検索なし			対象外	不要	
229	＋α	不動産 売却 久喜 市	19	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
230	＋α	不動産 売却 国 保税	28	0	削除			検索なし			対象外	不要	
231	＋α	不動産 売却 倉敷 市	22	10	削除			地域KW			対象外	不要	
232	＋α	不動産 売却 釧路	20	10	削除			地域KW			対象外	不要	
233	＋α	不動産 売却 経費	30	170	記事	Do（不動産 売却の会計処理を調べたい）	解説記事	会計処理	不動産売却_会計処理		権威構築	補足	
234	＋α	不動産 売却 契約	41	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
235	＋α	不動産 売却 計算	33	50	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
236	＋α	不動産 売却 健康保険料	24	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
237	＋α	不動産 売却 契約書	29	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
238	＋α	不動産 売却 契約 流れ	29	40	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
239	＋α	不動産 売却 計算方法	46	10	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
240	＋α	不動産 売却 権利書 いつ渡す	22	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
241	＋α	不動産 売却 契約 注意 点	26	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
242	＋α	不動産 売却 控除	43	170	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
243	＋α	不動産 売却 固定資産税	26	260	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
244	＋α	不動産 売却 固定資産税 精算	28	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
245	＋α	不動産 売却 断り方	23	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
246	＋α	不動産 売却 国民健康保険料	23	140	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
247	＋α	不動産 売却 購入 同時	23	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
248	＋α	不動産 売却 コスト	29	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
249	＋α	不動産 売却 断り方 メール	40	0	削除			検索なし			対象外	不要	
250	＋α	不動産 売却 購入 同時 税金	30	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
251	＋α	不動産 売却 後期高齢者 確定申告	41	70	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
252	＋α	不動産 売却 サイト	27	110	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
253	＋α	不動産 売却 裁判所 の許可	34	0	削除			検索なし			対象外	不要	
254	＋α	不動産 売却 シミュレーション	28	210	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
255	＋α	不動産 売却 諸費用	31	170	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
256	＋α	不動産 売却 所得	44	110	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
257	＋α	不動産 売却 仕訳	24	170	記事	Do（不動産 売却の会計処理を調べたい）	解説記事	会計処理	不動産売却_会計処理		権威構築	補足	
258	＋α	不動産 売却 申告	31	90	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
259	＋α	不動産 売却 取得費	37	210	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
260	＋α	不動産 売却 書類	26	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
261	＋α	不動産 売却 諸経費	29	70	記事	Do（不動産 売却の会計処理を調べたい）	解説記事	会計処理	不動産売却_会計処理		権威構築	補足	
262	＋α	不動産 売却 住み続ける	25	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
263	＋α	不動産 売却 住み替え	29	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
264	＋α	不動産 売却 スケジュール	23	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
265	＋α	不動産 売却 住み替え 税金	25	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
266	＋α	不動産 売却 する に は	29	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
267	＋α	不動産 売却 杉並 区	22	140	削除			地域KW			対象外	不要	
268	＋α	不動産 売却 住み ながら	27	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
269	＋α	不動産 売却 進め方	42	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
270	＋α	不動産 売却 suumo	38	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
271	＋α	不動産 売却 住友 不動産	29	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
272	＋α	不動産 売却 専任	23	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
273	＋α	不動産 売却 専任 売れ ない	24	0	削除			検索なし			対象外	不要	
274	＋α	不動産 売却 節税	29	140	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
275	＋α	不動産 売却 専任 媒介	24	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
276	＋α	不動産 売却 節税 対策	29	70	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
277	＋α	不動産 売却 専任 一般	27	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
278	＋α	不動産 売却 専門	27	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
279	＋α	不動産 売却 専門 店	24	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
280	＋α	不動産 売却 センター	19	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
281	＋α	不動産 売却 専任 メリット	24	30	記事	Know（不動産 売却のメリット・リスクを知りたい）	解説記事	比較・検討	不動産売却_比較・検討		権威構築	補足	
282	＋α	不動産 売却 相談	27	590	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
283	＋α	不動産 売却 相場	27	210	記事	Know（不動産 売却の金額・相場を知りたい）	ガイド記事	相場ガイド	不動産売却_相場ガイド	不動産売却の相場はいくら？金額目安一覧	権威構築	必須	解説記事
284	＋α	不動産 売却 相続	43	210	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
285	＋α	不動産 売却 損益通算	28	140	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
286	＋α	不動産 売却 相続前 相続後	28	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
287	＋α	不動産 売却 相続 税金	48	1900	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
288	＋α	不動産 売却 損失 確定申告	39	90	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
289	＋α	不動産 売却 相続税 譲渡所得 二重課税	29	10	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
290	＋α	不動産 売却 相場 調べ 方	31	40	記事	Know（不動産 売却の金額・相場を知りたい）	ガイド記事	相場ガイド	不動産売却_相場ガイド	不動産売却の相場はいくら？金額目安一覧	権威構築	必須	解説記事
291	＋α	不動産 売却 測量 費用	28	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
292	＋α	不動産 売却 タイミング	26	140	記事	Know（不動産 売却の時期を知りたい）	ガイド記事	時期・スケジュール	不動産売却_時期・スケジュール		権威構築	補足	
293	＋α	不動産 売却 短期	26	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
294	＋α	不動産 売却 立ち会い	N/A	0	削除			検索なし			対象外	不要	
295	＋α	不動産 売却 館 x	21	0	削除			検索なし			対象外	不要	
296	＋α	不動産 売却 短期 譲渡	26	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
297	＋α	不動産 売却 建物 減価 償却	24	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
298	＋α	不動産 売却 短期 長期	27	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
299	＋α	不動産 売却 建物 価格	27	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
300	＋α	不動産 売却 建物 消費 税	25	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
301	＋α	不動産 売却 体験 談	22	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
302	＋α	不動産 売却 チラシ	34	390	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
303	＋α	不動産 売却 仲介	27	170	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
304	＋α	不動産 売却 注意点	28	260	記事	Know（不動産 売却のメリット・リスクを知りたい）	解説記事	比較・検討	不動産売却_比較・検討		権威構築	補足	
305	＋α	不動産 売却 賃貸	27	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
306	＋α	不動産 売却 賃借人	28	0	削除			検索なし			対象外	不要	
307	＋α	不動産 売却 チラシ テンプレート	30	90	計算ページ	Do（不動産 売却を計算したい）	計算ツール		不動産売却計算	不動産売却の計算方法・シミュレーション	ツール集客	必須	計算ツール
308	＋α	不動産 売却 つなぎ ローン	31	140	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
309	＋α	不動産 売却 つなぎ 融資	27	50	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
310	＋α	不動産 売却 つなぎ ローン 審査	33	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
311	＋α	不動産 売却 追徴 課税	30	0	削除			検索なし			対象外	不要	
312	＋α	不動産売却 強み	24	20	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
313	＋α	不動産 売却 追 客 メール	38	0	削除			検索なし			対象外	不要	
314	＋α	不動産 売却 つなぎ ローン と は	N/A	0	削除			検索なし			対象外	不要	
315	＋α	不動産 売却 仕 入 税額 控除	25	0	削除			検索なし			対象外	不要	
316	＋α	不動産 売却 強い	24	0	削除			検索なし			対象外	不要	
317	＋α	不動産 売却 追 客	26	0	削除			検索なし			対象外	不要	
318	＋α	不動産 売却 手付金	25	140	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
319	＋α	不動産 売却 手続き	39	140	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
320	＋α	不動産 売却 手取り	24	70	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
321	＋α	不動産 売却 手付金 確定申告	28	40	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却申告	不動産売却の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
322	＋α	不動産 売却 手順	28	110	記事	Do（不動産 売却の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産売却_手続き・対策	不動産売却の手続き・対策を解説	権威構築	必須	解説記事
323	＋α	不動産 売却 手残り	28	30	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
324	＋α	不動産 売却 特別控除	43	170	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却控除	不動産売却の控除・軽減措置まとめ	権威構築	必須	解説記事
325	＋α	不動産 売却 登記費用	28	210	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
326	＋α	不動産 売却 特例	43	90	記事	Know（不動産 売却の控除・軽減を知りたい）	解説記事	控除・特例	不動産売却_控除・特例		権威構築	補足	
327	＋α	不動産 売却 登記	37	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
328	＋α	不動産 売却 トラブル	33	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
329	＋α	不動産 売却 登記 必要書類	26	20	記事	Do（不動産 売却の申告をしたい）	ハウツー記事	申告・届出	不動産売却_申告・届出		権威構築	補足	
330	＋α	不動産 売却 登録免許税	27	40	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
331	＋α	不動産 売却 土地 建物 按分	20	90	記事	Know（不動産での不動産 売却を知りたい）	解説記事	不動産特化	不動産売却_不動産特化	不動産売却と不動産投資の関係を解説	権威構築	必須	解説記事
