No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
200	＋α	印紙税 7号文書とは	N/A	30	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
201	＋α	印紙税 7号 2号	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
202	＋α	印紙税 7号文書 変更契約	N/A	0	削除			検索なし			対象外	不要	
203	＋α	印紙税 8号文書	N/A	0	削除			検索なし			対象外	不要	
204	＋α	印紙税 9号文書	N/A	0	削除			検索なし			対象外	不要	
205	＋α	印紙税 900万円	N/A	0	削除			検索なし			対象外	不要	
206	＋α	印紙税 あらまし	N/A	0	削除			検索なし			対象外	不要	
207	＋α	印紙税 預り証	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
208	＋α	印紙税 アメリカ	N/A	20	記事	Know（海外の印紙税を知りたい）	解説記事	海外	印紙税_海外		権威構築	補足	
209	＋α	印紙税 ai	N/A	0	削除			検索なし			対象外	不要	
210	＋α	印紙税 アメリカ独立	N/A	0	削除			検索なし			対象外	不要	
211	＋α	印紙税 預り金	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
212	＋α	印紙税 atm	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
213	＋α	印紙税 いくら	N/A	110	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税計算	印紙税の計算方法・シミュレーション	権威構築	必須	計算ツール
214	＋α	印紙税 意味 が わからない	45	480	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
215	＋α	印紙税 いくらから	N/A	110	記事	Know（金額別の印紙税を知りたい）	ガイド記事	金額別	印紙税計算	印紙税の計算方法・シミュレーション	権威構築	必須	計算ツール
216	＋α	印紙税 委託契約	N/A	140	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
217	＋α	印紙税 意味不明	N/A	50	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
218	＋α	印紙税 意味	N/A	50	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
219	＋α	印紙税 委任契約	N/A	90	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
220	＋α	印紙税 委託	N/A	70	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
221	＋α	印紙税 請書	N/A	110	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
222	＋α	印紙税 売上	N/A	50	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
223	＋α	印紙税 売上代金	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
224	＋α	印紙税 英語	N/A	110	削除			翻訳KW			対象外	不要	
225	＋α	印紙税 営業に関しないもの	N/A	40	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
226	＋α	印紙税 延滞税	N/A	20	記事	Know（印紙税の滞納・困りごとを知りたい）	解説記事	滞納・困りごと	印紙税_滞納・困りごと		権威構築	補足	
227	＋α	印紙税 営業者	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
228	＋α	印紙税 e-tax	N/A	30	記事	Do（印紙税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	印紙税_支払い方法		権威構築	補足	
229	＋α	印紙税 役務	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
230	＋α	印紙税 役務の提供	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
231	＋α	印紙税 営業者とは	N/A	10	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
232	＋α	印紙税 役務契約	N/A	0	削除			検索なし			対象外	不要	
233	＋α	印紙税 延滞金	N/A	0	削除			検索なし			対象外	不要	
234	＋α	印紙税 覚書	33	260	記事	Know（書類別の印紙税を知りたい）	解説記事	書類別	印紙税_書類別		権威構築	補足	
235	＋α	印紙税 表	N/A	90	記事	Do（印紙税の書式を確認したい）	ハウツー記事	書式	印紙税_書式		権威構築	補足	
236	＋α	印紙税 押印	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
237	＋α	印紙税 覚書 金額	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
238	＋α	印紙税 覚書 金額記載なし	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
239	＋α	印紙税 押印なし	N/A	0	削除			検索なし			対象外	不要	
240	＋α	印紙税 オンライン	N/A	0	削除			検索なし			対象外	不要	
241	＋α	印紙税 覚書 金額変更	N/A	10	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
242	＋α	印紙税 送り状	N/A	0	削除			検索なし			対象外	不要	
243	＋α	印紙税 多く貼った	N/A	0	削除			検索なし			対象外	不要	
244	＋α	印紙税 過怠税	N/A	260	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
245	＋α	印紙税 課税文書	N/A	210	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税_軽減措置		権威構築	補足	
246	＋α	印紙税 還付	34	260	記事	Do（印紙税の還付を受けたい）	ハウツー記事	還付	印紙税_還付		権威構築	補足	
247	＋α	印紙税 海外	N/A	70	記事	Know（海外の印紙税を知りたい）	解説記事	海外	印紙税_海外		権威構築	補足	
248	＋α	印紙税 勘定科目	N/A	90	記事	Do（会計処理を調べたい）	解説記事	会計処理	印紙税_会計処理		権威構築	補足	
249	＋α	印紙税 課税文書一覧	N/A	140	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税税率	印紙税の税率一覧と計算方法	権威構築	必須	解説記事
250	＋α	印紙税 還付申請	N/A	110	記事	Do（印紙税の還付を受けたい）	ハウツー記事	還付	印紙税_還付		権威構築	補足	
251	＋α	印紙税 過誤納	N/A	140	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
252	＋α	印紙税 間接税	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
253	＋α	印紙税 課税対象	N/A	40	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税_軽減措置		権威構築	補足	
254	＋α	印紙税 金銭消費貸借	N/A	70	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
255	＋α	印紙税 金銭消費貸借契約書	N/A	N/A	削除			検索なし			対象外	不要	
256	＋α	印紙税 記載金額	N/A	40	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
257	＋α	印紙税 金銭消費貸借契約	N/A	N/A	削除			検索なし			対象外	不要	
258	＋α	印紙税 基本通達	N/A	110	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
259	＋α	印紙税 金消契約	N/A	N/A	削除			検索なし			対象外	不要	
260	＋α	印紙税 基本契約	N/A	40	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
261	＋α	印紙税 クレジットカード	N/A	20	記事	Do（印紙税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	印紙税_支払い方法		権威構築	補足	
262	＋α	印紙税 区分	N/A	70	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
263	＋α	印紙税 国	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
264	＋α	印紙税 qa	N/A	0	削除			検索なし			対象外	不要	
265	＋α	印紙税 国等	N/A	0	削除			検索なし			対象外	不要	
266	＋α	印紙税 国が作成	N/A	N/A	削除			検索なし			対象外	不要	
267	＋α	印紙税 クレジット支払い	N/A	N/A	削除			検索なし			対象外	不要	
268	＋α	印紙税 国との契約書	N/A	0	削除			検索なし			対象外	不要	
269	＋α	印紙税 組合員 非課税	N/A	0	削除			検索なし			対象外	不要	
270	＋α	印紙税 区分記載 宅建	N/A	0	削除			検索なし			対象外	不要	
271	＋α	印紙税 軽減税率	N/A	90	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税控除		権威構築	補足	
272	＋α	印紙税 軽減	N/A	110	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税控除		権威構築	補足	
273	＋α	印紙税 契約金額 消費税	N/A	50	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
274	＋α	印紙税 建設業	N/A	N/A	削除			検索なし			対象外	不要	
275	＋α	印紙税 契約	N/A	140	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
276	＋α	印紙税 契約金額	N/A	50	記事	Know（印紙税額を一覧で確認したい）	ガイド記事	一覧表	印紙税_一覧表		権威構築	補足	
277	＋α	印紙税 継続的取引	N/A	40	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
278	＋α	印紙税 計算	N/A	50	計算ページ	Do（印紙税を計算したい）	計算ツール		印紙税計算	印紙税の計算方法・シミュレーション	ツール集客	必須	計算ツール
279	＋α	印紙税 国税庁	52	720	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
280	＋α	印紙税 国税	48	720	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
281	＋α	印紙税 工事	N/A	90	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
282	＋α	印紙税 工事請負	N/A	140	記事	Know（契約書の印紙税を知りたい）	解説記事	契約書	印紙税_契約書		権威構築	補足	
283	＋α	印紙税 根拠	N/A	30	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
284	＋α	印紙税 後納	N/A	50	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
285	＋α	印紙税 個人	N/A	30	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
286	＋α	印紙税 工事請負契約書	N/A	N/A	削除			検索なし			対象外	不要	
287	＋α	印紙税 国税 地方税	N/A	40	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
288	＋α	印紙税 工事請負契約	N/A	N/A	削除			検索なし			対象外	不要	
289	＋α	印紙税 最新	N/A	20	記事	Know（印紙税の改正内容を知りたい）	解説記事	法改正	印紙税_法改正		権威構築	補足	
290	＋α	印紙税 歳入	N/A	0	削除			検索なし			対象外	不要	
291	＋α	印紙税 作成場所	N/A	0	削除			検索なし			対象外	不要	
292	＋α	印紙税 作成者	N/A	0	削除			検索なし			対象外	不要	
293	＋α	印紙税 債権譲渡	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
294	＋α	印紙税 差額	N/A	0	削除			検索なし			対象外	不要	
295	＋α	印紙税 最高額	N/A	0	削除			検索なし			対象外	不要	
296	＋α	印紙税 産業廃棄物処理委託契約書	N/A	0	削除			検索なし			対象外	不要	
297	＋α	印紙税 産業廃棄物	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
298	＋α	印紙税 書式表示	28	110	記事	Do（印紙税の書式を確認したい）	ハウツー記事	書式	印紙税_書式		権威構築	補足	
299	＋α	印紙税 収入印紙	48	110	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
300	＋α	印紙税 申告	N/A	70	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税申告		権威構築	補足	
301	＋α	印紙税 申告納付	N/A	140	記事	Do（印紙税の申告をしたい）	ハウツー記事	申告・届出	印紙税申告		権威構築	補足	
302	＋α	印紙税 趣旨	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
303	＋α	印紙税 敷金	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
304	＋α	印紙税 収入	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
305	＋α	印紙税 スタンプ	N/A	70	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
306	＋α	印紙税 スタンプ 割印	N/A	30	記事	Do（印紙の貼り方を知りたい）	ハウツー記事	貼り方	印紙税_貼り方		権威構築	補足	
307	＋α	印紙税 推移	N/A	0	削除			検索なし			対象外	不要	
308	＋α	印紙税 スポンサー契約	N/A	0	削除			検索なし			対象外	不要	
309	＋α	印紙税 推計課税	N/A	0	削除			検索なし			対象外	不要	
310	＋α	印紙税 スキャン	N/A	0	削除			検索なし			対象外	不要	
311	＋α	印紙税 スローガン	N/A	0	削除			検索なし			対象外	不要	
312	＋α	印紙税 スタンプ 消印	N/A	0	削除			検索なし			対象外	不要	
313	＋α	印紙税 スーパー	N/A	0	削除			検索なし			対象外	不要	
314	＋α	印紙税 税収 推移	N/A	40	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
315	＋α	印紙税 請求書	N/A	70	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
316	＋α	印紙税 世界	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
317	＋α	印紙税 折半	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
318	＋α	印紙税 専門家	N/A	0	削除			検索なし			対象外	不要	
319	＋α	印紙税 設計契約	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
320	＋α	印紙税 セミナー	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
321	＋α	印紙税 節約	28	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
322	＋α	印紙税 説明	N/A	N/A	削除			検索なし			対象外	不要	
323	＋α	印紙税 節税	N/A	10	記事	Do（印紙税の手続き・対策を知りたい）	ハウツー記事	手続き・対策	印紙税_手続き・対策		権威構築	補足	
324	＋α	印紙税 戦争	N/A	N/A	削除			検索なし			対象外	不要	
325	＋α	印紙税 損金算入	N/A	40	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
326	＋α	印紙税 総額	N/A	0	削除			検索なし			対象外	不要	
327	＋α	印紙税 相談	N/A	30	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
328	＋α	印紙税 租税公課	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
329	＋α	印紙税 相談窓口	N/A	N/A	削除			検索なし			対象外	不要	
330	＋α	印紙税 損金不算入	N/A	0	削除			検索なし			対象外	不要	
331	＋α	印紙税 相殺領収証	N/A	N/A	削除			検索なし			対象外	不要	
332	＋α	印紙税 損金	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
333	＋α	印紙税 存在意義	N/A	0	削除			検索なし			対象外	不要	
334	＋α	印紙税 双方負担	N/A	0	削除			検索なし			対象外	不要	
335	＋α	印紙税 対象	N/A	90	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
336	＋α	印紙税 誰が払う	N/A	50	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
337	＋α	印紙税 単価契約	N/A	110	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
338	＋α	印紙税 宅建	N/A	260	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
339	＋α	印紙税 建物賃貸借契約書	N/A	20	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
340	＋α	印紙税 誰が負担	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
341	＋α	印紙税 対象外	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
342	＋α	印紙税 タックスアンサー	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
343	＋α	印紙税 対象文書	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
344	＋α	印紙税 単価のみ記載	N/A	0	削除			検索なし			対象外	不要	
345	＋α	印紙税 賃貸借契約	N/A	140	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
346	＋α	印紙税 注文書	N/A	140	記事	Know（書類別の印紙税を知りたい）	解説記事	書類別	印紙税_書類別		権威構築	補足	
347	＋α	印紙税 注文請書	N/A	110	記事	Know（書類別の印紙税を知りたい）	解説記事	書類別	印紙税_書類別		権威構築	補足	
348	＋α	印紙税 調査	34	140	記事	Know（印紙税の税務調査を知りたい）	解説記事	税務調査	印紙税_税務調査		権威構築	補足	
349	＋α	印紙税 地方公共団体	N/A	40	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
350	＋α	印紙税 直接税	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
351	＋α	印紙税 賃貸借契約書	N/A	70	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
352	＋α	印紙税 賃貸借	N/A	N/A	削除			検索なし			対象外	不要	
353	＋α	印紙税 注文書 請書	N/A	10	記事	Know（書類別の印紙税を知りたい）	解説記事	書類別	印紙税_書類別		権威構築	補足	
354	＋α	印紙税 駐車場	N/A	0	削除			検索なし			対象外	不要	
355	＋α	印紙税 通則	N/A	40	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
356	＋α	印紙税 通則3	N/A	30	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
357	＋α	印紙税 追徴課税	N/A	20	記事	Know（軽減措置・非課税を知りたい）	解説記事	軽減措置	印紙税_軽減措置		権威構築	補足	
358	＋α	印紙税 通帳	N/A	110	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
359	＋α	印紙税 通達	N/A	30	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
360	＋α	印紙税 追徴	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
361	＋α	印紙税 使い道	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
362	＋α	印紙税 通則3のイ	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
363	＋α	印紙税 通則とは	N/A	0	削除			検索なし			対象外	不要	
364	＋α	印紙税 通則4	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
365	＋α	印紙税 手引き	47	1300	記事	Know（法律を確認したい）	解説記事	法律・規制	印紙税_法律・規制	印紙税に関する法律・ルールを解説	権威構築	必須	解説記事
366	＋α	印紙税 手形	N/A	140	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
367	＋α	印紙税 手形貸付	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
368	＋α	印紙税 手数料	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
369	＋α	印紙税 手付金	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
370	＋α	印紙税 てびき	N/A	N/A	削除			検索なし			対象外	不要	
371	＋α	印紙税 適用除外	N/A	0	削除			検索なし			対象外	不要	
372	＋α	印紙税 テキスト	N/A	0	削除			検索なし			対象外	不要	
373	＋α	印紙税 手引き 国税庁	N/A	10	記事	Know（法律を確認したい）	解説記事	法律・規制	印紙税_法律・規制	印紙税に関する法律・ルールを解説	権威構築	必須	解説記事
374	＋α	印紙税 抵当権設定契約書	N/A	0	削除			検索なし			対象外	不要	
375	＋α	印紙税 とは	46	2400	記事	Know（印紙税の仕組みを理解したい）	解説記事	基礎解説	印紙税基礎解説	印紙税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
376	＋α	印紙税 問い合わせ	N/A	90	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
377	＋α	印紙税 土地売買	N/A	110	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
378	＋α	印紙税 特例	N/A	20	記事	Know（印紙税の控除・軽減を知りたい）	解説記事	控除・特例	印紙税_控除・特例		権威構築	補足	
379	＋α	印紙税 土地賃貸借契約書	N/A	70	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
380	＋α	印紙税 土地	N/A	N/A	削除			検索なし			対象外	不要	
381	＋α	印紙税 土地賃貸借	N/A	30	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
382	＋α	印紙税 問い合わせ先	N/A	N/A	削除			検索なし			対象外	不要	
383	＋α	印紙税 土地売買契約書	N/A	40	記事	Know（不動産取引の印紙税を知りたい）	解説記事	不動産取引	印紙税_不動産取引	印紙税の不動産取引での計算・注意点	権威構築	必須	解説記事
384	＋α	印紙税 登録免許税	N/A	10	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
385	＋α	印紙税 なぜ	44	110	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
386	＋α	印紙税 なんのため	N/A	90	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
387	＋α	印紙税 何に使われる	N/A	20	記事	Know（印紙税の概要を知りたい）	解説記事	基礎解説	印紙税_基礎解説	印紙税の基礎知識まとめ	権威構築	必須	ピラーページ
388	＋α	印紙税 何号文書	N/A	0	削除			検索なし			対象外	不要	
389	＋α	印紙税 なぜある	N/A	0	削除			検索なし			対象外	不要	
