No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
217	＋α	住宅ローン 借入可能額 りそな	N/A	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
218	＋α	りそな銀行 借入可能額	N/A	50	記事	Know（りそなの借入可能額を知りたい）	ガイド記事	特定企業	借入可能額_特定企業		権威構築	補足	
219	＋α	リバースモーゲージ 借入可能額	80	20	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
220	＋α	リバース60 借入可能額	N/A	0	削除			検索なし			対象外	不要	
221	＋α	リフォームローン 借入可能額	N/A	20	記事	Do（借入可能額の書式を確認したい）	ハウツー記事	書式	借入可能額_書式		権威構築	補足	
222	＋α	利用限度額 借入可能額	N/A	0	削除			検索なし			対象外	不要	
223	＋α	レイク 借入可能額	33	110	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
224	＋α	レイク 借入可能額 確認	N/A	0	削除			検索なし			対象外	不要	
225	＋α	連帯債務 借入可能額	N/A	0	削除			検索なし			対象外	不要	
226	＋α	借入可能額 ローン	N/A	0	削除			検索なし			対象外	不要	
227	＋α	住宅ローン 借入可能額 ろうきん	57	70	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
228	＋α	住宅 ローン 借入可能額	33	1900	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
229	＋α	マイカー ローン 借入可能額 シュミレーション	56	170	計算ページ	Do（借入可能額をシミュレーションしたい）	計算ツール		借入可能額計算	借入可能額の計算方法・シミュレーション	ツール集客	必須	計算ツール
230	＋α	ろうきん 借入可能額	53	90	記事	Know（ろうきんの借入可能額を知りたい）	ガイド記事	特定企業	借入可能額_特定企業		権威構築	補足	
231	＋α	不動産担保 ローン 借入可能額	54	70	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
232	＋α	車 ローン 借入可能額	N/A	40	記事	Know（車の借入可能額を知りたい）	解説記事	車・動産	借入可能額_車・動産		権威構築	補足	
233	＋α	元金均等返済 借入可能額	N/A	0	削除			検索なし			対象外	不要	
234	＋α	学生 借入可能額	N/A	0	削除			検索なし			対象外	不要	
235	＋α	学生ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
236	＋α	借入可能額 銀行	N/A	0	削除			検索なし			対象外	不要	
237	＋α	住宅ローン 借入可能額 銀行	N/A	0	削除			検索なし			対象外	不要	
238	＋α	銀行 ローン 借入可能額	N/A	20	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
239	＋α	銀行 フリーローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
240	＋α	銀行 カーローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
241	＋α	銀行 借入可能額	N/A	10	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
242	＋α	銀行マイカーローン 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
243	＋α	銀行カードローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
244	＋α	群馬銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
245	＋α	群馬銀行 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
246	＋α	プロミス 借入可能額 減額	N/A	0	削除			検索なし			対象外	不要	
247	＋α	限度額 借入可能額	N/A	0	削除			検索なし			対象外	不要	
248	＋α	住宅ローン 借入可能額 事前審査	N/A	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
249	＋α	住宅ローン 借入可能額 自営業	N/A	0	削除			検索なし			対象外	不要	
250	＋α	全国保証 借入可能額	N/A	N/A	削除			検索なし			対象外	不要	
251	＋α	プロミス 借入可能額 増額	N/A	40	記事	Know（借入可能額を増やす方法を知りたい）	ハウツー記事	増額方法	借入可能額_増額方法		権威構築	補足	
252	＋α	ダイレクトワン 借入可能額	N/A	20	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
253	＋α	ダブルローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
254	＋α	ディーラーローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
255	＋α	バンクイック 借入可能額	N/A	10	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
256	＋α	バンドルカード 借入可能額	N/A	0	削除			検索なし			対象外	不要	
257	＋α	paypay銀行 借入可能額	N/A	20	記事	Do（借入可能額の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	借入可能額_支払い方法		権威構築	補足	
258	＋α	paypay銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
259	＋α	プロミス 借入可能額	N/A	140	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
260	＋α	住宅ローン 借入可能額 ペアローン	82	0	削除			検索なし			対象外	不要	
261	＋α	ペアローン 借入可能額	82	70	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
262	＋α	ペイペイ銀行 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
263	＋α	ペイペイ銀行 借入可能額	N/A	0	削除			検索なし			対象外	不要	
264	＋α	ベルーナノーティス 借入可能額	N/A	20	記事	Know（借入可能額の概要を知りたい）	解説記事	基礎解説	借入可能額_基礎解説	借入可能額の基礎知識まとめ	権威構築	必須	ピラーページ
265	＋α	dカード 借入可能額	N/A	0	削除			検索なし			対象外	不要	
266	＋α	dスマホローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
267	＋α	fp2級 住宅ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
268	＋α	住宅ローン 借入可能額 共働き	N/A	10	記事	Know（住宅ローンの借入可能額を知りたい）	解説記事	住宅ローン	借入可能額_住宅ローン		権威構築	補足	
269	＋α	投資用ローン 借入可能額	N/A	0	削除			検索なし			対象外	不要	
