No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
233	＋α	第一フロンティア生命 実質利回り	N/A	10	記事	Know（実質利回りの概要を知りたい）	解説記事	基礎解説	実質利回り_基礎解説	実質利回りの基礎知識まとめ	権威構築	必須	ピラーページ
234	＋α	実質利回り どれくらい	N/A	0	削除			検索なし			対象外	不要	
235	＋α	ドルスマート 実質利回り	N/A	10	記事	Know（実質利回りの概要を知りたい）	解説記事	基礎解説	実質利回り_基礎解説	実質利回りの基礎知識まとめ	権威構築	必須	ピラーページ
236	＋α	ドル建て保険 実質利回り	N/A	0	削除			検索なし			対象外	不要	
237	＋α	ドル建て 実質利回り	N/A	0	削除			検索なし			対象外	不要	
238	＋α	ドリームロード 実質利回り	N/A	0	削除			検索なし			対象外	不要	
239	＋α	メットライフ生命 ドル建て 実質利回り	N/A	0	削除			検索なし			対象外	不要	
240	＋α	ビーウィズユープラス2 実質利回り	N/A	0	削除			検索なし			対象外	不要	
241	＋α	ビーウィズユープラス 実質利回り	N/A	0	削除			検索なし			対象外	不要	
242	＋α	ビーウィズユー 実質利回り	N/A	0	削除			検索なし			対象外	不要	
243	＋α	ビックカメラ 実質利回り	N/A	0	削除			検索なし			対象外	不要	
244	＋α	物価連動国債 実質利回り	N/A	0	削除			検索なし			対象外	不要	
245	＋α	物件 実質利回り	N/A	0	削除			検索なし			対象外	不要	
246	＋α	プレミアレシーブ 実質利回り	N/A	110	記事	Know（実質利回りの概要を知りたい）	解説記事	基礎解説	実質利回り_基礎解説	実質利回りの基礎知識まとめ	権威構築	必須	ピラーページ
247	＋α	プレミアプレゼント3 実質利回り	48	110	記事	Know（実質利回りの概要を知りたい）	解説記事	基礎解説	実質利回り_基礎解説	実質利回りの基礎知識まとめ	権威構築	必須	ピラーページ
248	＋α	プレミアプレゼント 実質利回り	N/A	0	削除			検索なし			対象外	不要	
249	＋α	プレミアプレゼント4 実質利回り	N/A	0	削除			検索なし			対象外	不要	
250	＋α	プレミアカレンシー3 実質利回り	N/A	30	記事	Know（実質利回りの概要を知りたい）	解説記事	基礎解説	実質利回り_基礎解説	実質利回りの基礎知識まとめ	権威構築	必須	ピラーページ
251	＋α	プレミアプレゼント5 実質利回り	N/A	N/A	削除			検索なし			対象外	不要	
252	＋α	プレミアレシーブ2 実質利回り	N/A	0	削除			検索なし			対象外	不要	
253	＋α	プレミアカレンシー 実質利回り	N/A	0	削除			検索なし			対象外	不要	
254	＋α	bmキャピタル 実質利回り	30	90	記事	Know（実質利回りの概要を知りたい）	解説記事	基礎解説	実質利回り_基礎解説	実質利回りの基礎知識まとめ	権威構築	必須	ピラーページ
255	＋α	米国債 実質利回り	51	20	記事	Know（実質利回りの概要を知りたい）	解説記事	基礎解説	実質利回り_基礎解説	実質利回りの基礎知識まとめ	権威構築	必須	ピラーページ
256	＋α	米国株 実質利回り	N/A	0	削除			検索なし			対象外	不要	
257	＋α	s&p500 実質利回り	N/A	0	削除			検索なし			対象外	不要	
258	＋α	s&p 実質利回り	N/A	0	削除			検索なし			対象外	不要	
259	＋α	vym 実質利回り	N/A	0	削除			検索なし			対象外	不要	
