185	＋α	譲渡所得税 相談	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
186	＋α	譲渡所得税 損益通算	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
187	＋α	譲渡所得税 総合課税	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
188	＋α	譲渡所得税 短期	N/A	40	記事	Know（保有期間による税率の違いを知りたい）	時期・スケジュール	解説	解説記事	保有期間	譲渡所得税_保有期間		権威構築	補足
189	＋α	譲渡所得税 短期 長期	N/A	40	記事	Know（保有期間による税率の違いを知りたい）	時期・スケジュール	解説	解説記事	保有期間	譲渡所得税_保有期間		権威構築	補足
190	＋α	譲渡所得税 建物 減価償却	N/A	30	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
191	＋α	譲渡所得税 誰が払う	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
192	＋α	譲渡所得税 宅建	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
193	＋α	譲渡所得税 対象	N/A	0	削除			解説		検索なし			対象外	不要
194	＋α	譲渡所得税 建物	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
195	＋α	譲渡所得税 タイミング	N/A	0	削除			解説		検索なし			対象外	不要
196	＋α	譲渡所得税 建物取得費	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
197	＋α	譲渡所得税 建物解体費用	N/A	0	削除			解説		検索なし			対象外	不要
198	＋α	譲渡所得税 長期	N/A	70	記事	Know（保有期間による税率の違いを知りたい）	時期・スケジュール	解説	解説記事	保有期間	譲渡所得税_保有期間		権威構築	補足
199	＋α	譲渡所得税 長期 短期	N/A	20	記事	Know（保有期間による税率の違いを知りたい）	時期・スケジュール	解説	解説記事	保有期間	譲渡所得税_保有期間		権威構築	補足
200	＋α	譲渡所得税 長期 短期 相続	N/A	0	削除			解説		検索なし			対象外	不要
201	＋α	譲渡所得税 仲介手数料	N/A	0	削除			解説		検索なし			対象外	不要
202	＋α	譲渡所得税 地方公共団体	N/A	0	削除			解説		検索なし			対象外	不要
203	＋α	譲渡所得税 賃貸物件	N/A	0	削除			解説		検索なし			対象外	不要
204	＋α	譲渡所得税 通知	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
205	＋α	譲渡所得税 追徴課税	N/A	0	削除			解説		検索なし			対象外	不要
206	＋α	譲渡所得税 計算 ツール	N/A	0	削除			解説		検索なし			対象外	不要
207	＋α	譲渡所得税 添付書類	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
208	＋α	譲渡所得税 手引き	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
209	＋α	譲渡所得税 手続き	N/A	0	削除			解説		検索なし			対象外	不要
210	＋α	譲渡所得税 提出書類	N/A	0	削除			解説		検索なし			対象外	不要
211	＋α	譲渡所得税 定額減税	N/A	0	削除			解説		検索なし			対象外	不要
212	＋α	譲渡所得税 申告 添付書類	N/A	10	記事	Do（確定申告をしたい）	確定申告	実務ガイド	ハウツー記事	確定申告	譲渡所得税申告	譲渡所得税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
213	＋α	譲渡所得税 特別控除	N/A	110	記事	Know（控除・特例を活用したい）	控除・特例	解説	解説記事	控除・特例	譲渡所得税控除	譲渡所得税の控除・軽減措置まとめ	権威構築	必須	解説記事
214	＋α	譲渡所得税 とは	44	1000	記事	Know（譲渡所得税の仕組みを理解したい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税基礎解説	譲渡所得税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
215	＋α	譲渡所得税 特例	N/A	50	記事	Know（控除・特例を活用したい）	控除・特例	解説	解説記事	控除・特例	譲渡所得税_控除・特例		権威構築	補足
216	＋α	譲渡所得税 土地	N/A	30	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
217	＋α	譲渡所得税 特別控除とは	N/A	0	削除			解説		検索なし			対象外	不要
218	＋α	譲渡所得税 土地売却	N/A	20	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
219	＋α	譲渡所得税 問い合わせ	N/A	0	削除			解説		検索なし			対象外	不要
220	＋α	譲渡所得税 土地建物	N/A	10	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
221	＋α	譲渡所得税 登記費用	N/A	0	削除			解説		検索なし			対象外	不要
222	＋α	譲渡所得税 投資信託	N/A	0	削除			解説		検索なし			対象外	不要
223	＋α	譲渡所得税 何パーセント	N/A	0	削除			解説		検索なし			対象外	不要
224	＋α	譲渡所得税 なぜ	N/A	0	削除			解説		検索なし			対象外	不要
225	＋α	譲渡所得税 何	N/A	0	削除			解説		検索なし			対象外	不要
226	＋α	譲渡所得税 何年	N/A	0	削除			解説		検索なし			対象外	不要
227	＋α	譲渡所得税 nisa	N/A	0	削除			解説		検索なし			対象外	不要
228	＋α	相続税 譲渡所得税 二重課税	25	110	記事	Know（相続不動産の売却税を知りたい）	相続・贈与	解説	解説記事	相続	譲渡所得税_相続		権威構築	補足
229	＋α	任意売却 譲渡所得税	20	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
230	＋α	破産 任意売却 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
231	＋α	認可地縁団体 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
232	＋α	譲渡所得税 年末調整	N/A	0	削除			解説		検索なし			対象外	不要
233	＋α	譲渡所得税 年数	N/A	0	削除			解説		検索なし			対象外	不要
234	＋α	譲渡所得税 年収	N/A	0	削除			解説		検索なし			対象外	不要
235	＋α	譲渡所得税 年金	N/A	0	削除			解説		検索なし			対象外	不要
236	＋α	譲渡所得税 納付方法	N/A	20	記事	Know（いつ払うか知りたい）	時期・スケジュール	解説	ガイド記事	支払い時期	譲渡所得税_支払い時期		権威構築	補足
237	＋α	譲渡所得税 農地	N/A	0	削除			解説		検索なし			対象外	不要
238	＋α	譲渡所得税 納付時期	N/A	10	記事	Know（いつ払うか知りたい）	時期・スケジュール	解説	ガイド記事	支払い時期	譲渡所得税_支払い時期		権威構築	補足
239	＋α	譲渡所得税 納付書	N/A	20	記事	Know（いつ払うか知りたい）	時期・スケジュール	解説	ガイド記事	支払い時期	譲渡所得税_支払い時期		権威構築	補足
240	＋α	譲渡所得税 納付期限	N/A	10	記事	Know（いつ払うか知りたい）	時期・スケジュール	解説	ガイド記事	支払い時期	譲渡所得税_支払い時期		権威構築	補足
241	＋α	譲渡所得税 納付	N/A	10	記事	Know（いつ払うか知りたい）	時期・スケジュール	解説	ガイド記事	支払い時期	譲渡所得税_支払い時期		権威構築	補足
242	＋α	譲渡所得税 払い方	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
243	＋α	譲渡所得税 端数処理	N/A	0	削除			解説		検索なし			対象外	不要
244	＋α	譲渡所得税 払うタイミング	N/A	0	削除			解説		検索なし			対象外	不要
245	＋α	譲渡所得税 配偶者控除	N/A	0	削除			解説		検索なし			対象外	不要
246	＋α	譲渡所得税 必要書類	N/A	30	記事	Do（譲渡所得税の申告をしたい）	確定申告	解説	ハウツー記事	申告・届出	譲渡所得税_申告・届出		権威構築	補足
247	＋α	譲渡所得税 非課税	N/A	20	記事	Know（税金がかからないケースを知りたい）	具体例	解説	解説記事	非課税ケース	譲渡所得税_非課税ケース		権威構築	補足
248	＋α	譲渡所得税 必要経費	N/A	10	記事	Do（譲渡所得税の会計処理を調べたい）	会計処理	実務ガイド	解説記事	会計処理	譲渡所得税_会計処理		権威構築	補足
249	＋α	譲渡所得税 非居住者	N/A	0	削除			解説		検索なし			対象外	不要
250	＋α	譲渡所得税 非上場株式	N/A	0	削除			解説		検索なし			対象外	不要
251	＋α	譲渡所得税 非課税枠	N/A	0	削除			解説		検索なし			対象外	不要
252	＋α	譲渡所得税 不動産	41	90	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
253	＋α	譲渡所得税 不動産売却	N/A	20	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
254	＋α	譲渡所得税 復興特別所得税	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
255	＋α	譲渡所得税 不動産 税率	N/A	0	削除			解説		検索なし			対象外	不要
256	＋α	譲渡所得税 復興税	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
257	＋α	譲渡所得税 不動産取得税	N/A	10	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
258	＋α	譲渡所得税 扶養	N/A	0	削除			解説		検索なし			対象外	不要
259	＋α	譲渡所得税 不動産 計算	N/A	0	削除			解説		検索なし			対象外	不要
260	＋α	譲渡所得税 不動産 相続	N/A	0	削除			解説		検索なし			対象外	不要
261	＋α	譲渡所得税 併用	N/A	0	削除			解説		検索なし			対象外	不要
262	＋α	譲渡所得税 住宅ローン控除 併用	N/A	0	削除			解説		検索なし			対象外	不要
263	＋α	譲渡所得税 法人	N/A	90	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
264	＋α	譲渡所得税 法人税	N/A	0	削除			解説		検索なし			対象外	不要
265	＋α	譲渡所得税 保険料	N/A	0	削除			解説		検索なし			対象外	不要
266	＋α	譲渡所得税 本	N/A	0	削除			解説		検索なし			対象外	不要
267	＋α	譲渡所得税 所有期間	N/A	10	記事	Know（譲渡所得税の時期を知りたい）	時期・スケジュール	解説	ガイド記事	時期・スケジュール	譲渡所得税_時期・スケジュール		権威構築	補足
268	＋α	譲渡所得税 法律	N/A	0	削除			解説		検索なし			対象外	不要
269	＋α	譲渡所得税 報酬	N/A	0	削除			解説		検索なし			対象外	不要
270	＋α	譲渡所得税 確定申告 方法	N/A	10	記事	Do（確定申告をしたい）	確定申告	実務ガイド	ハウツー記事	確定申告	譲渡所得税申告	譲渡所得税の確定申告・届出の方法と必要書類	権威構築	必須	解説記事
271	＋α	不動産 譲渡所得税 法人	44	40	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
272	＋α	不動産売却 譲渡所得税 法人	N/A	0	削除			解説		検索なし			対象外	不要
273	＋α	譲渡所得税 マイナスの場合	N/A	20	記事	Know（譲渡所得税の損失処理を知りたい）	売却	解説	解説記事	損失・赤字	譲渡所得税_損失・赤字		権威構築	補足
274	＋α	譲渡所得税 マンション	N/A	20	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
275	＋α	譲渡所得税 マイホーム	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
276	＋α	譲渡所得税 マンション 減価償却	N/A	0	削除			解説		検索なし			対象外	不要
277	＋α	譲渡所得税 相続 マンション	N/A	0	削除			解説		検索なし			対象外	不要
278	＋α	マンション売却 譲渡所得税 計算	N/A	0	削除			解説		検索なし			対象外	不要
279	＋α	マンション売却 譲渡所得税 控除	N/A	0	削除			解説		検索なし			対象外	不要
280	＋α	マンション 譲渡所得税 3000万円控除	N/A	0	削除			解説		検索なし			対象外	不要
281	＋α	マンション相続 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
282	＋α	マンション 譲渡所得税 控除	N/A	0	削除			解説		検索なし			対象外	不要
283	＋α	譲渡所得税 三井のリハウス	N/A	0	削除			解説		検索なし			対象外	不要
284	＋α	譲渡所得税 みなし	N/A	0	削除			解説		検索なし			対象外	不要
285	＋α	譲渡所得税 三井	N/A	0	削除			解説		検索なし			対象外	不要
286	＋α	譲渡所得税 無償譲渡	N/A	0	削除			解説		検索なし			対象外	不要
287	＋α	譲渡所得税 無申告	N/A	0	削除			解説		検索なし			対象外	不要
288	＋α	譲渡所得税 無料相談	N/A	0	削除			解説		検索なし			対象外	不要
289	＋α	譲渡所得税 免税点	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
290	＋α	譲渡所得税 免除	N/A	20	記事	Know（譲渡所得税の控除・軽減を知りたい）	控除・特例	解説	解説記事	控除・特例	譲渡所得税_控除・特例		権威構築	補足
291	＋α	譲渡所得税 メルカリ	N/A	0	削除			解説		検索なし			対象外	不要
292	＋α	譲渡所得税 持分	N/A	0	削除			解説		検索なし			対象外	不要
293	＋α	持ち家 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
294	＋α	持分放棄 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
295	＋α	譲渡所得税 有価証券	N/A	0	削除			解説		検索なし			対象外	不要
296	＋α	譲渡所得税 優良宅地	N/A	0	削除			解説		検索なし			対象外	不要
297	＋α	譲渡所得税 優遇措置	N/A	0	削除			解説		検索なし			対象外	不要
298	＋α	遺言執行者 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
299	＋α	遺言執行者 譲渡所得税 申告	N/A	0	削除			解説		検索なし			対象外	不要
300	＋α	譲渡所得税 読み方	N/A	20	削除			解説		翻訳KW			対象外	不要
301	＋α	譲渡所得税 翌年	N/A	0	削除			解説		検索なし			対象外	不要
302	＋α	譲渡所得税 予定納税	N/A	0	削除			解説		検索なし			対象外	不要
303	＋α	譲渡所得税 用紙	N/A	0	削除			解説		検索なし			対象外	不要
304	＋α	譲渡所得税 翌年の住民税	N/A	0	削除			解説		検索なし			対象外	不要
305	＋α	譲渡所得税 要件	N/A	0	削除			解説		検索なし			対象外	不要
306	＋α	確定申告 譲渡所得税 用紙	N/A	0	削除			解説		検索なし			対象外	不要
307	＋α	譲渡所得税 リフォーム費用	N/A	20	記事	Do（譲渡所得税の書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	譲渡所得税_書式		権威構築	補足
308	＋α	譲渡所得税 利益なし	N/A	0	削除			解説		検索なし			対象外	不要
309	＋α	譲渡所得税 率	49	3600	記事	Know（譲渡所得税の概要を知りたい）	税金	解説	解説記事	基礎解説	譲渡所得税税率	譲渡所得税の税率一覧と計算方法	権威構築	必須	解説記事
310	＋α	譲渡所得税 リハウス	N/A	0	削除			解説		検索なし			対象外	不要
311	＋α	譲渡所得税 離婚	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
312	＋α	譲渡所得税 累進課税	N/A	0	削除			解説		検索なし			対象外	不要
313	＋α	譲渡所得税 例	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
314	＋α	譲渡所得税 連帯納付義務	N/A	0	削除			解説		検索なし			対象外	不要
315	＋α	譲渡所得税 ローン控除	N/A	0	削除			解説		検索なし			対象外	不要
316	＋α	譲渡所得税 ローン返済	N/A	0	削除			解説		検索なし			対象外	不要
317	＋α	譲渡所得税 ローン	N/A	0	削除			解説		検索なし			対象外	不要
318	＋α	譲渡所得税 わかりやすく	N/A	0	削除			解説		検索なし			対象外	不要
319	＋α	譲渡所得税 割合	N/A	0	削除			解説		検索なし			対象外	不要
320	＋α	譲渡所得税 分かりやすく	N/A	N/A	削除			解説		検索なし			対象外	不要
321	＋α	ワンルームマンション 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
322	＋α	譲渡所得税 外国人	N/A	0	削除			解説		検索なし			対象外	不要
323	＋α	譲渡所得税 概算取得費	N/A	0	削除			解説		検索なし			対象外	不要
324	＋α	譲渡所得税 概算	N/A	0	削除			解説		検索なし			対象外	不要
325	＋α	譲渡所得税 合算	N/A	0	削除			解説		検索なし			対象外	不要
326	＋α	銀 譲渡所得税	N/A	N/A	削除			解説		検索なし			対象外	不要
327	＋α	譲渡所得税 減価償却	N/A	50	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
328	＋α	譲渡所得税 減価償却 計算	N/A	10	計算ページ	Do（譲渡所得税を計算したい）	計算方法	実務ガイド	計算ツール		譲渡所得税計算	譲渡所得税の計算方法・シミュレーション	ツール集客	必須	計算ツール
329	＋α	譲渡所得税 現金	N/A	0	削除			解説		検索なし			対象外	不要
330	＋α	譲渡所得税 減価償却 計算方法	N/A	0	削除			解説		検索なし			対象外	不要
331	＋α	譲渡所得税 減税	N/A	10	記事	Know（譲渡所得税の控除・軽減を知りたい）	控除・特例	解説	解説記事	控除・特例	譲渡所得税控除	譲渡所得税の控除・軽減措置まとめ	権威構築	必須	解説記事
332	＋α	譲渡所得税 減価償却費	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
333	＋α	譲渡所得税 源泉徴収	N/A	0	削除			解説		検索なし			対象外	不要
334	＋α	譲渡所得税 減免	N/A	0	削除			解説		検索なし			対象外	不要
335	＋α	譲渡所得税 減価償却率	N/A	0	削除			解説		検索なし			対象外	不要
336	＋α	譲渡所得税 限定承認	N/A	0	削除			解説		検索なし			対象外	不要
337	＋α	譲渡所得税 50万	N/A	0	削除			解説		検索なし			対象外	不要
338	＋α	譲渡所得税 ゴールド	N/A	0	削除			解説		検索なし			対象外	不要
339	＋α	譲渡所得税 財産分与	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
340	＋α	譲渡所得税 残債	N/A	0	削除			解説		検索なし			対象外	不要
341	＋α	譲渡所得税 雑所得	N/A	0	削除			解説		検索なし			対象外	不要
342	＋α	財産分与 譲渡所得税 特別控除	N/A	0	削除			解説		検索なし			対象外	不要
343	＋α	財産分与 譲渡所得税 計算	N/A	0	削除			解説		検索なし			対象外	不要
344	＋α	財産分与 譲渡所得税 申告	N/A	N/A	削除			解説		検索なし			対象外	不要
345	＋α	財産分与 株式 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
346	＋α	譲渡所得税 住民税	N/A	110	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
347	＋α	譲渡所得税 時効	N/A	50	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
348	＋α	譲渡所得税 譲渡費用	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
349	＋α	譲渡所得税 住宅ローン控除	N/A	20	記事	Know（控除・特例を活用したい）	控除・特例	解説	解説記事	控除・特例	譲渡所得税控除	譲渡所得税の控除・軽減措置まとめ	権威構築	必須	解説記事
350	＋α	譲渡所得税 自宅	N/A	0	削除			解説		検索なし			対象外	不要
351	＋α	譲渡所得税 譲渡費用とは	N/A	N/A	削除			解説		検索なし			対象外	不要
352	＋α	譲渡所得税 事業用	N/A	0	削除			解説		検索なし			対象外	不要
353	＋α	譲渡所得税 譲渡費用 登記費用	N/A	0	削除			解説		検索なし			対象外	不要
354	＋α	譲渡所得税 住民税 いつ	N/A	10	記事	Know（譲渡所得税の時期を知りたい）	時期・スケジュール	解説	ガイド記事	時期・スケジュール	譲渡所得税_時期・スケジュール		権威構築	補足
355	＋α	譲渡所得税 譲渡の日	N/A	0	削除			解説		検索なし			対象外	不要
356	＋α	譲渡所得税 税理士	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
357	＋α	譲渡所得税 税理士報酬	N/A	30	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
358	＋α	譲渡所得税 税務署	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
359	＋α	譲渡所得税 税務署 相談	N/A	0	削除			解説		検索なし			対象外	不要
360	＋α	譲渡所得税 税理士 相談	N/A	0	削除			解説		検索なし			対象外	不要
361	＋α	譲渡所得税 贈与の場合	N/A	0	削除			解説		検索なし			対象外	不要
362	＋α	譲渡所得税 贈与税	N/A	10	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
363	＋α	譲渡所得税 贈与	N/A	40	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
364	＋α	譲渡所得税 贈与された土地	N/A	0	削除			解説		検索なし			対象外	不要
365	＋α	譲渡所得税 贈与税 違い	N/A	0	削除			解説		検索なし			対象外	不要
366	＋α	譲渡所得税 代物弁済	N/A	0	削除			解説		検索なし			対象外	不要
367	＋α	譲渡所得税 代償分割	N/A	0	削除			解説		検索なし			対象外	不要
368	＋α	譲渡所得税 誰に相談	N/A	0	削除			解説		検索なし			対象外	不要
369	＋α	換価分割 譲渡所得税 誰が払う	27	90	記事	Do（譲渡所得税の延納・分割を知りたい）	支払い方法	解説	ハウツー記事	延納・分割	譲渡所得税_延納・分割		権威構築	補足
370	＋α	第三者のためにする契約 譲渡所得税	N/A	20	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
371	＋α	遺産分割 代償分割 譲渡所得税	N/A	10	記事	Know（相続不動産の売却税を知りたい）	相続・贈与	解説	解説記事	相続	譲渡所得税_相続		権威構築	補足
372	＋α	共有物分割 代償分割 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
373	＋α	代償金 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
374	＋α	譲渡所得税 どこに払う	N/A	0	削除			解説		検索なし			対象外	不要
375	＋α	譲渡所得税 動産	N/A	0	削除			解説		検索なし			対象外	不要
376	＋α	譲渡所得税 どのくらい	N/A	0	削除			解説		検索なし			対象外	不要
377	＋α	譲渡所得税 どうやって払う	N/A	0	削除			解説		検索なし			対象外	不要
378	＋α	譲渡所得税 売買契約書がない場合	N/A	0	削除			解説		検索なし			対象外	不要
379	＋α	譲渡所得税 ばれる	N/A	0	削除			解説		検索なし			対象外	不要
380	＋α	譲渡所得税 売却	N/A	0	削除			解説		検索なし			対象外	不要
381	＋α	譲渡所得税 売却経費	N/A	0	削除			解説		検索なし			対象外	不要
382	＋α	譲渡所得税 売却益	N/A	0	削除			解説		検索なし			対象外	不要
383	＋α	譲渡所得税 売却損	N/A	0	削除			解説		検索なし			対象外	不要
384	＋α	マンション 売却 譲渡所得税	48	110	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
385	＋α	不動産 売却 譲渡所得税 計算	48	40	計算ページ	Do（譲渡所得税を計算したい）	計算方法	実務ガイド	計算ツール		譲渡所得税計算	譲渡所得税の計算方法・シミュレーション	ツール集客	必須	計算ツール
386	＋α	アパート 売却 譲渡所得税	N/A	40	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
387	＋α	相続不動産 売却 譲渡所得税	54	40	記事	Know（相続不動産の売却税を知りたい）	相続・贈与	解説	解説記事	相続	譲渡所得税_相続		権威構築	補足
388	＋α	譲渡所得税 分離課税	N/A	40	記事	Know（譲渡所得税の概要を知りたい）	基礎知識	解説	解説記事	基礎解説	譲渡所得税_基礎解説	譲渡所得税の基礎知識まとめ	権威構築	必須	ピラーページ
389	＋α	譲渡所得税 分割払い	N/A	40	記事	Do（譲渡所得税の延納・分割を知りたい）	支払い方法	解説	ハウツー記事	延納・分割	譲渡所得税_延納・分割		権威構築	補足
390	＋α	譲渡所得税 分割	N/A	0	削除			解説		検索なし			対象外	不要
391	＋α	譲渡所得税 分納	N/A	0	削除			解説		検索なし			対象外	不要
392	＋α	譲渡所得税 分離	N/A	0	削除			解説		検索なし			対象外	不要
393	＋α	不動産 譲渡所得税 分離課税	N/A	30	記事	Know（不動産での譲渡所得税を知りたい）	その他	解説	解説記事	不動産特化	譲渡所得税_不動産特化		権威構築	補足
394	＋α	物納 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
395	＋α	物件売却 譲渡所得税	N/A	0	削除			解説		検索なし			対象外	不要
396	＋α	譲渡所得税 弁護士費用	N/A	0	削除			解説		検索なし			対象外	不要
397	＋α	譲渡所得税 簿価	N/A	0	削除			解説		検索なし			対象外	不要
398	＋α	譲渡所得税 パンフレット	N/A	0	削除			解説		検索なし			対象外	不要
399	＋α	譲渡所得税 パーセント	N/A	0	削除			解説		検索なし			対象外	不要
