No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
165	＋α	不動産取得税 60日 過ぎた 長崎	N/A	20	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
166	＋α	不動産取得税 60日	N/A	10	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
167	＋α	不動産取得税 60日 過ぎた 神奈川県	N/A	70	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
168	＋α	不動産取得税 60日 過ぎた 福島県	N/A	20	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
169	＋α	不動産取得税 7000万円	32	20	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
170	＋α	不動産取得税 7万円	N/A	0	削除			検索なし			対象外	不要	
171	＋α	不動産取得税 700万円	29	0	削除			検索なし			対象外	不要	
172	＋α	不動産取得税 73条の24	N/A	0	削除			検索なし			対象外	不要	
173	＋α	不動産取得税 70万	N/A	0	削除			検索なし			対象外	不要	
174	＋α	不動産取得税 7月	N/A	0	削除			検索なし			対象外	不要	
175	＋α	不動産取得税 73条	N/A	0	削除			検索なし			対象外	不要	
176	＋α	不動産取得税 70	N/A	0	削除			検索なし			対象外	不要	
177	＋α	不動産取得税 7500万円	N/A	0	削除			検索なし			対象外	不要	
178	＋α	不動産取得税 マンション 7000万	N/A	50	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
179	＋α	不動産取得税 8000万円	N/A	0	削除			検索なし			対象外	不要	
180	＋α	不動産取得税 8万円	N/A	0	削除			検索なし			対象外	不要	
181	＋α	不動産取得税 800万	N/A	10	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
182	＋α	不動産取得税 8月	N/A	0	削除			検索なし			対象外	不要	
183	＋α	不動産取得税 e3 80 80計算	N/A	0	削除			検索なし			対象外	不要	
184	＋α	8000万 マンション 不動産取得税	N/A	0	削除			検索なし			対象外	不要	
185	＋α	不動産取得税 9万円	N/A	0	削除			検索なし			対象外	不要	
186	＋α	不動産取得税 900万	N/A	0	削除			検索なし			対象外	不要	
187	＋α	不動産取得税 9000万円	N/A	0	削除			検索なし			対象外	不要	
188	＋α	不動産取得税 愛知県	41	320	削除			地域KW			対象外	不要	
189	＋α	不動産取得税 アパート	N/A	140	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
190	＋α	不動産取得税 青森県	N/A	90	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
191	＋α	不動産取得税 秋田県	N/A	90	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
192	＋α	不動産取得税 アパート 中古	N/A	30	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
193	＋α	不動産取得税 amazonpay	N/A	30	記事	Do（不動産取得税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	不動産取得税_支払い方法		権威構築	補足	
194	＋α	不動産取得税 アパート 計算	N/A	40	計算ページ	Do（不動産取得税を計算したい）	計算ツール		不動産取得税計算	不動産取得税の計算方法・シミュレーション	ツール集客	必須	計算ツール
195	＋α	不動産取得税 アパート 軽減	N/A	10	記事	Know（軽減措置・特例を確認したい）	解説記事	軽減措置	不動産取得税控除	不動産取得税の控除・軽減措置まとめ	権威構築	必須	解説記事
196	＋α	不動産取得税 愛知県 軽減	N/A	10	記事	Know（軽減措置・特例を確認したい）	解説記事	軽減措置	不動産取得税控除	不動産取得税の控除・軽減措置まとめ	権威構築	必須	解説記事
197	＋α	不動産取得税 aupay	N/A	0	削除			検索なし			対象外	不要	
198	＋α	不動産取得税 遺贈	N/A	260	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
199	＋α	不動産取得税 石川県	N/A	50	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
200	＋α	不動産取得税 茨城県	N/A	140	削除			地域KW			対象外	不要	
201	＋α	不動産取得税 宇都宮	N/A	0	削除			検索なし			対象外	不要	
202	＋α	不動産取得税 売主	N/A	0	削除			検索なし			対象外	不要	
203	＋α	不動産取得税 wiki	N/A	10	削除			QAサイト			対象外	不要	
204	＋α	不動産取得税 宇治市	N/A	0	削除			検索なし			対象外	不要	
205	＋α	不動産取得税 内訳	N/A	0	削除			検索なし			対象外	不要	
206	＋α	不動産取得税 売主負担	N/A	0	削除			検索なし			対象外	不要	
207	＋α	不動産取得税 英語	N/A	90	削除			翻訳KW			対象外	不要	
208	＋α	不動産取得税 eltax	N/A	50	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
209	＋α	不動産取得税 延滞金	N/A	70	記事	Know（不動産取得税の滞納・困りごとを知りたい）	解説記事	滞納・困りごと	不動産取得税_滞納・困りごと		権威構築	補足	
210	＋α	不動産取得税 愛媛県	N/A	90	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
211	＋α	不動産取得税 延長申請	N/A	20	記事	Do（還付手続き・申告をしたい）	ハウツー記事	申告・手続き	不動産取得税_申告・手続き		権威構築	補足	
212	＋α	不動産取得税 延滞金 計算	N/A	40	計算ページ	Do（不動産取得税を計算したい）	計算ツール		不動産取得税計算	不動産取得税の計算方法・シミュレーション	ツール集客	必須	計算ツール
213	＋α	不動産取得税 エルタックス	N/A	0	削除			検索なし			対象外	不要	
214	＋α	不動産取得税 延滞	N/A	10	記事	Know（不動産取得税の滞納・困りごとを知りたい）	解説記事	滞納・困りごと	不動産取得税_滞納・困りごと		権威構築	補足	
215	＋α	不動産取得税 延滞金 損金	N/A	10	記事	Know（不動産取得税の滞納・困りごとを知りたい）	解説記事	滞納・困りごと	不動産取得税_滞納・困りごと		権威構築	補足	
216	＋α	不動産取得税 延期	N/A	20	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
217	＋α	不動産取得税 大阪府	N/A	210	削除			地域KW			対象外	不要	
218	＋α	不動産取得税 大阪	N/A	90	削除			地域KW			対象外	不要	
219	＋α	不動産取得税 岡山	N/A	40	削除			地域KW			対象外	不要	
220	＋α	不動産取得税 お得な払い方	N/A	50	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
221	＋α	不動産取得税 大阪市	N/A	20	削除			地域KW			対象外	不要	
222	＋α	不動産取得税 沖縄	N/A	40	削除			地域KW			対象外	不要	
223	＋α	不動産取得税 大分	32	40	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
224	＋α	不動産取得税 岡山県	N/A	40	削除			地域KW			対象外	不要	
225	＋α	不動産取得税 親からの贈与	N/A	0	削除			検索なし			対象外	不要	
226	＋α	不動産取得税 大分県	N/A	N/A	削除			検索なし			対象外	不要	
227	＋α	不動産取得税 勘定科目	36	880	記事	Do（会計処理を調べたい）	解説記事	会計処理	不動産取得税_会計処理		権威構築	補足	
228	＋α	不動産取得税 課税標準額	30	320	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
229	＋α	不動産取得税 返ってくる	27	390	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
230	＋α	不動産取得税 科目	N/A	170	記事	Do（不動産取得税の会計処理を調べたい）	解説記事	会計処理	不動産取得税_会計処理		権威構築	補足	
231	＋α	不動産取得税 神奈川県	42	320	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
232	＋α	不動産取得税 金額	N/A	90	記事	Know（税率・税額を知りたい）	ガイド記事	税率・金額	不動産取得税_税率・金額		権威構築	補足	
233	＋α	不動産取得税 居住用	N/A	90	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
234	＋α	不動産取得税 共有名義の場合	28	90	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
235	＋α	不動産取得税 京都府	N/A	110	削除			地域KW			対象外	不要	
236	＋α	不動産取得税 期限	N/A	50	記事	Know（不動産取得税の時期を知りたい）	ガイド記事	時期・スケジュール	不動産取得税_時期・スケジュール		権威構築	補足	
237	＋α	不動産取得税 共有名義 軽減措置	N/A	0	削除			検索なし			対象外	不要	
238	＋α	不動産取得税 期限過ぎた	N/A	20	記事	Know（不動産取得税の時期を知りたい）	ガイド記事	時期・スケジュール	不動産取得税_時期・スケジュール		権威構築	補足	
239	＋α	不動産取得税 京都	N/A	50	削除			地域KW			対象外	不要	
240	＋α	不動産取得税 共同住宅	N/A	50	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
241	＋α	不動産取得税 旧耐震	N/A	30	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
242	＋α	不動産取得税 クレジットカード	33	320	記事	Do（不動産取得税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	不動産取得税_支払い方法		権威構築	補足	
243	＋α	不動産取得税 クレジットカード ポイント	N/A	40	記事	Do（不動産取得税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	不動産取得税_支払い方法		権威構築	補足	
244	＋α	不動産取得税 熊本	N/A	50	削除			地域KW			対象外	不要	
245	＋α	不動産取得税 クレカ払い	N/A	30	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
246	＋α	不動産取得税 クレジットカード払い	N/A	30	記事	Do（不動産取得税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	不動産取得税_支払い方法		権威構築	補足	
247	＋α	不動産取得税 区分マンション	29	10	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
248	＋α	不動産取得税 熊本県	N/A	70	削除			地域KW			対象外	不要	
249	＋α	不動産取得税 クレジットカード 神奈川県	N/A	0	削除			検索なし			対象外	不要	
250	＋α	不動産取得税 クレジットカード 手数料	N/A	50	記事	Do（不動産取得税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	不動産取得税_支払い方法		権威構築	補足	
251	＋α	不動産取得税 繰延	N/A	0	削除			検索なし			対象外	不要	
252	＋α	不動産取得税 軽減	29	1300	記事	Know（軽減措置・特例を確認したい）	解説記事	軽減措置	不動産取得税控除	不動産取得税の控除・軽減措置まとめ	権威構築	必須	解説記事
253	＋α	不動産取得税 経費	27	480	記事	Do（会計処理を調べたい）	解説記事	会計処理	不動産取得税_会計処理		権威構築	補足	
254	＋α	不動産取得税 控除	41	720	記事	Know（不動産取得税の控除・軽減を知りたい）	解説記事	控除・特例	不動産取得税控除	不動産取得税の控除・軽減措置まとめ	権威構築	必須	解説記事
255	＋α	不動産取得税 控除 申請	N/A	110	記事	Do（還付手続き・申告をしたい）	ハウツー記事	申告・手続き	不動産取得税控除	不動産取得税の控除・軽減措置まとめ	権威構築	必須	解説記事
256	＋α	不動産取得税 来ない	N/A	140	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
257	＋α	不動産取得税 国税	46	170	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
258	＋α	不動産取得税 固定資産税	30	480	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
259	＋α	不動産取得税 固定資産税評価額	N/A	110	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
260	＋α	不動産取得税 控除額	N/A	90	記事	Know（不動産取得税の控除・軽減を知りたい）	解説記事	控除・特例	不動産取得税控除	不動産取得税の控除・軽減措置まとめ	権威構築	必須	解説記事
261	＋α	不動産取得税 こない	N/A	70	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
262	＋α	不動産取得税 コンビニ払い	N/A	30	記事	Do（不動産取得税の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	不動産取得税_支払い方法		権威構築	補足	
263	＋α	不動産取得税 国税 地方税	N/A	50	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
264	＋α	不動産取得税 埼玉県	N/A	210	削除			地域KW			対象外	不要	
265	＋α	不動産取得税 札幌	N/A	70	削除			地域KW			対象外	不要	
266	＋α	不動産取得税 算出方法	N/A	40	記事	Do（不動産取得税の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産取得税_手続き・対策		権威構築	補足	
267	＋α	不動産取得税 佐賀県	N/A	20	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
268	＋α	不動産取得税 さいたま市	N/A	10	削除			地域KW			対象外	不要	
269	＋α	不動産取得税 埼玉県 申告	N/A	0	削除			検索なし			対象外	不要	
270	＋α	不動産取得税 新築 いくら	27	390	記事	Know（税率・税額を知りたい）	ガイド記事	税率・金額	不動産取得税計算	不動産取得税の計算方法・シミュレーション	権威構築	必須	計算ツール
271	＋α	不動産取得税 シュミレーション	28	720	計算ページ	Do（不動産取得税を計算したい）	計算ツール		不動産取得税計算	不動産取得税の計算方法・シミュレーション	ツール集客	必須	計算ツール
272	＋α	不動産取得税 新築	29	880	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
273	＋α	不動産取得税 申告	29	390	記事	Do（還付手続き・申告をしたい）	ハウツー記事	申告・手続き	不動産取得税申告		権威構築	補足	
274	＋α	不動産取得税 支払い方法	31	320	記事	Know（不動産取得税の時期を知りたい）	ガイド記事	時期・スケジュール	不動産取得税_時期・スケジュール		権威構築	補足	
275	＋α	不動産取得税 仕訳	24	170	記事	Do（会計処理を調べたい）	解説記事	会計処理	不動産取得税_会計処理		権威構築	補足	
276	＋α	不動産取得税 取得価額	N/A	170	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
277	＋α	不動産取得税 申告書	30	590	記事	Do（還付手続き・申告をしたい）	ハウツー記事	申告・手続き	不動産取得税申告		権威構築	補足	
278	＋α	不動産取得税 新築 いつ	28	140	記事	Know（いつ届くか・いつ払うか知りたい）	ガイド記事	支払い時期	不動産取得税_支払い時期	不動産取得税はいつ払う？支払い時期と方法	権威構築	必須	解説記事
279	＋α	不動産取得税 申請	28	140	記事	Do（還付手続き・申告をしたい）	ハウツー記事	申告・手続き	不動産取得税_申告・手続き		権威構築	補足	
280	＋α	不動産取得税 すぐに売却	N/A	0	削除			検索なし			対象外	不要	
281	＋α	不動産取得税 住み替え	N/A	0	削除			検索なし			対象外	不要	
282	＋α	不動産取得税 杉並区	N/A	0	削除			検索なし			対象外	不要	
283	＋α	不動産取得税 吹田市	N/A	0	削除			検索なし			対象外	不要	
284	＋α	不動産取得税 住友林業	N/A	0	削除			検索なし			対象外	不要	
285	＋α	不動産取得税 スマホ決済	N/A	20	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
286	＋α	不動産取得税 住み替え特例	N/A	30	記事	Know（軽減措置・特例を確認したい）	解説記事	軽減措置	不動産取得税_軽減措置		権威構築	補足	
287	＋α	不動産取得税 住んでない	N/A	0	削除			検索なし			対象外	不要	
288	＋α	不動産取得税 セカンドハウス	28	210	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
289	＋α	不動産取得税 生前贈与	N/A	140	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
290	＋α	不動産取得税 請求時期	N/A	30	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
291	＋α	不動産取得税 請求 いつ	N/A	20	記事	Know（いつ届くか・いつ払うか知りたい）	ガイド記事	支払い時期	不動産取得税_支払い時期	不動産取得税はいつ払う？支払い時期と方法	権威構築	必須	解説記事
292	＋α	不動産取得税 セカンドハウス 軽減	N/A	20	記事	Know（軽減措置・特例を確認したい）	解説記事	軽減措置	不動産取得税控除	不動産取得税の控除・軽減措置まとめ	権威構築	必須	解説記事
293	＋α	不動産取得税 節税	N/A	20	記事	Do（不動産取得税の手続き・対策を知りたい）	ハウツー記事	手続き・対策	不動産取得税_手続き・対策		権威構築	補足	
294	＋α	不動産取得税 請求 来ない	N/A	20	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
295	＋α	不動産取得税 関根事務所	N/A	40	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
296	＋α	不動産取得税 相続	30	1300	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
297	＋α	不動産取得税 相場	N/A	140	記事	Know（税率・税額を知りたい）	ガイド記事	税率・金額	不動産取得税_税率・金額		権威構築	補足	
298	＋α	不動産取得税 相続時	N/A	50	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
299	＋α	不動産取得税 損金算入時期	N/A	90	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
300	＋α	不動産取得税 租税公課	N/A	90	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
301	＋α	不動産取得税 損金	N/A	50	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
302	＋α	不動産取得税 損金算入	N/A	50	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
303	＋α	不動産取得税 相続時精算課税制度	N/A	50	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
304	＋α	不動産取得税 相続 贈与	N/A	40	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
305	＋α	不動産取得税 倉庫	N/A	40	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
306	＋α	不動産取得税 建物	30	720	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
307	＋α	不動産取得税 建売	28	320	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
308	＋α	不動産取得税 建物 軽減措置	N/A	70	記事	Know（軽減措置・特例を確認したい）	解説記事	軽減措置	不動産取得税控除	不動産取得税の控除・軽減措置まとめ	権威構築	必須	解説記事
309	＋α	不動産取得税 建物 計算	N/A	140	計算ページ	Do（不動産取得税を計算したい）	計算ツール		不動産取得税計算	不動産取得税の計算方法・シミュレーション	ツール集客	必須	計算ツール
310	＋α	不動産取得税 タイミング	N/A	70	記事	Know（不動産取得税の時期を知りたい）	ガイド記事	時期・スケジュール	不動産取得税_時期・スケジュール		権威構築	補足	
311	＋α	不動産取得税 宅地	N/A	90	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
312	＋α	不動産取得税 高い	N/A	70	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
313	＋α	不動産取得税 対象	N/A	50	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
314	＋α	不動産取得税 誰が払う	N/A	50	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
315	＋α	不動産取得税 宅建	42	320	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
316	＋α	不動産取得税 中古住宅	28	590	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
317	＋α	不動産取得税 中古マンション	35	720	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
318	＋α	不動産取得税 長期優良住宅	29	320	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
319	＋α	不動産取得税 地方税	29	110	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
320	＋α	不動産取得税 徴収猶予	N/A	110	記事	Do（不動産取得税の延納・分割を知りたい）	ハウツー記事	延納・分割	不動産取得税_延納・分割		権威構築	補足	
321	＋α	不動産取得税 千葉県	N/A	260	削除			地域KW			対象外	不要	
322	＋α	不動産取得税 中古	28	110	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
323	＋α	不動産取得税 注文住宅	N/A	210	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
324	＋α	不動産取得税 知恵袋	N/A	50	削除			QAサイト			対象外	不要	
325	＋α	不動産取得税 徴収猶予とは	N/A	70	記事	Know（不動産取得税の仕組みを理解したい）	解説記事	基礎解説	不動産取得税基礎解説	不動産取得税とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
326	＋α	不動産取得税 通知 こない	26	1300	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
327	＋α	不動産取得税 通知	N/A	90	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
328	＋α	不動産取得税 通知書	N/A	110	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
329	＋α	不動産取得税 通知 こない 新築	N/A	170	記事	Know（物件タイプ別の取得税を知りたい）	ガイド記事	物件タイプ別	不動産取得税_物件タイプ別	不動産取得税の物件タイプ別の計算・比較	権威構築	必須	解説記事
330	＋α	不動産取得税 通知 いつ	N/A	30	記事	Know（いつ届くか・いつ払うか知りたい）	ガイド記事	支払い時期	不動産取得税_支払い時期	不動産取得税はいつ払う？支払い時期と方法	権威構築	必須	解説記事
331	＋α	不動産取得税 通知書 見方	N/A	40	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
332	＋α	不動産取得税 通知書 いつ	N/A	0	削除			検索なし			対象外	不要	
333	＋α	不動産取得税 通知こない 埼玉県	N/A	10	削除			地域KW			対象外	不要	
334	＋α	不動産取得税 ツール	33	20	計算ページ	Do（不動産取得税を計算したい）	計算ツール		不動産取得税計算	不動産取得税の計算方法・シミュレーション	ツール集客	必須	計算ツール
335	＋α	不動産取得税 通知 こない 問い合わせ	N/A	170	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
336	＋α	不動産取得税 手続き	N/A	70	記事	Do（還付手続き・申告をしたい）	ハウツー記事	申告・手続き	不動産取得税_申告・手続き		権威構築	補足	
337	＋α	不動産取得税 店舗	N/A	30	記事	Know（不動産での不動産取得税を知りたい）	解説記事	不動産特化	不動産取得税_不動産特化	不動産取得税と不動産投資の関係を解説	権威構築	必須	解説記事
